NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5,A6,A7,A7A,A8,A9,A10,A10A,A11,A14,A15,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,K_1,K_2,K_3,K_4,K_5,K6,K7,K8A_1,K8A_2,K8A_3,B1,B2,B3,B4,B5A_1,B5A_2,B5A_3,B5A_4,B5A_5,B5A_6,B11,B12,B13,B14,C1,C2,C3,C4,C5,C7,C8,C9,C10,C11,C12,C13,C14,D2,D3A_1,D3A_2,D3A_3,D3A_4,D3A_5,D3A_6,D3A_7,D3A_8,D11,D12,D13,D14,D15,EA_1,EA_2,EA_3,E4,E7,E8,E10,E11,E12,E14,E15,E16,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G2,G4,G5_1,G5_2,G5_3,G5_4,G5_5,H1,H2,H3,H4,H7,M1_1,M1_2,M1_3,M4,M6,M7,M8,M9,M10,wgt_n2,wgt_d2,wgt_s3
2009010348,39,2,1,1,4,4,1,5,4,1,3,4,2, ,1,1, , ,1,6,3,2,2,2, ,2, ,2,1,1,3,2,2,2,2,2, , ,4,7,98,1,1,1,2, , , , , , , , , ,2,1, ,2,2, , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,3,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,3,7,7,1,3,1,3,98,1,98,1.37862350243987,.642733596301095,.661048969790472
2009010349,44,7,3,1,5,5,2,4,1,2,1,5,2,2,1,1,3,3,4,3,2,1,2,2, ,1, ,1,2,2, ,2,2,2,2,2, , ,4,7,7,1,1,1,2, , , , , , , , , ,1,1,2,1,2,1,3,2,4,2,2,2, , , , , , , , , , , , , , , , ,1,2,2,4,1,1, , ,1,2,1,2,1,2,2,1,2,2,2,98,1,2,2,2,2,2,2,2,1,1,1,1,3,6,6,6,5,98,3,3,98,98,1.40869722813746,1.89126462023336,.68111411488111
2009010350,38,9,4,1,5,5,1,4,1,2,1,4,2,8,1,5,2,1,3,1,1,2,2, , ,1, ,2,2,2, ,2,1,2,1,1,1,2,2,6,5,1,1,1,1, , , , , , , , , ,2,1,1,2,2, , , , , , ,1,1,1, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,7, , , , , , , ,2, ,2,2,2,2,2,2,1,1,2,1,1,7,7,7,5,1,3,4,1,2,1.17058759687054,.237962298360015,.707588415233186
2009010351,36,3,2,1,3,3,1,2,3,3,3,3,2, ,1,1, , ,2,1,3,2,2,2, ,2, ,1,2,2, ,2,2,2,1,2,2,2,4,7,4,1,2,1,1, , , , , , , , , ,2,2, , ,2, , , , , , ,1,2,2, , , , , , , , , , , , , , ,1,2,2,4,2,2, , , , , ,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,3,4,7,3,5,1,3,98,1,2,1.75797408687684,1.47056448185623,1.1671263930916
2009010352,1,6,3,2,5,11,1,5,1,2,1,7,2,3,1,2,1,1,8,8,3,2,99,1,2,2, ,1,1,1,3,2,1,99,1,1,1,2,4,7,5,1,1,1,2, , , , , , , , , ,99,1,3,2,1,99,99,99, ,2,2,1,1,99, , , , , , , , , , , , , , ,1,1,2,4,2,2, , , , , ,2,4,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,1,1,1,1,2,6,7,7,6,99,99,99,99,2,.504072602140498,.673060929738357,.63484417053865
2009010353,5,9,4,2,4,10,2,5,1,2,1,8,1,1,1,5,2,2,4,4,2,3,2, , ,1, ,2,1,1,3,2,2,2,2,2, , ,4,6,6,1,1,1,1, , , , , , , , , ,1,1,2,1,1,1,98,98,2,2,2,1,2,2, , , , , , , , , , , , , , ,1,1,1,4,1,1, , ,1,2,1,2,3,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,7,3,2,4,98,98,98,1,98,1.4572498674057,2.75290308564398,.826628700098356
2009010354,3,8,4,2,6,12,1,5,1,2,1,7,8,2,2,5,3,2,10,3,1,3,1, , , ,1,2,2,2, ,2,1,1,2,2,1,2,4,2,2,1,1,1,2, , , , , , , , , ,1, , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,2, , , , , ,1,2,2,4,1,2, , ,1,2,1,2,2,2,1,2,2,2,2,1,2, ,2,2,2,2,2,2,1,1,1,1,1,7,7,7,7,1,3,98,1,2,.292677260333087,1.49855141494072,.628236158715589
2009010355,21,5,3,2,6,12,1,2,5,1,3,2,3, ,1,5, , ,4,4,2,2,2, , ,2, ,2,2,2, ,2,2,2,2,2, , ,4,4,4,2,2, , ,1,2,1,2,2,2,1,2,1, ,2, , ,2, , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,7, , , , , , , ,2, ,2,2,2,2,1,2,1,2,1,1,1,4,4,4,4,98,98,98,98,98,1.35215012663029,1.11697003268465,1.23726979404508
2009010356,24,4,2,1,5,5,1,3,1,2,1,4,8,6,2,5,1,1,8,4,1,3,1, , , ,1,1,1,1,3,2,2,1,2,2,1,1,3,4,4,1,1,1,2, , , , , , , , , ,1, , , , , , , , , , , , , ,2,1,1,2,2,2,2,2,2, , , , ,3,1,2,2,2,1,2,1,1,1,2,1,2,3,2,1,2,2,2,2,2,2, ,2,2,2,2,2,2,1,1,1,1,2,1,2,2,6,1,3,98,1,2,.647656223740411,2.17682575019085,1.23804413013116
2009010357,47,5,3,1,6,6,1,4,1,2,1,6,3,2,1,3,1,1,6,4,2,3,1,1,2,1, ,2,2,1,3,2,1,1,1,1,98,2,6,1,4,1,1,1,1, , , , , , , , , ,1,1,3,2,1,1,1,2,2,2,2,1,1,1, , , , , , , , , , , , , , ,1,2,2,4,1,2, , ,1,2,1,2,2,1,2,2,2,2,1,2,2, ,2,2,2,2,2,2,1,1,1,1,1,7,7,7,6,1,3,2,1,2,.747754366527158,.84705912533454,.808179952893481
2009010358,33,2,1,1,4,4,1,3,2,1,3,5,2, ,1,5, , ,98,98,98,98,98, , ,2, ,98,2,2, ,2,2,2,2,2, , ,4,4,4,1,1,2,2, , , , , , , , , ,1,1, ,98,1,1,98,98,98,2,2,98, , , , , , , , , , , , , , , , ,1,2,2,99,2,2, , , , , ,2,99, , , , , , , ,99, ,2,2,2,2,2,2,1,1,99,1,3,4,4,4,99,98,98,98,98,98,2.49799232250311,1.79165895441483,1.24648118153361
2009010359,5,9,4,1,3,3,2,3,4,2,2,8,2,2,1,4,3,3,1,10,1,2,2,2, ,2, ,1,1,1,1,2,2,2,2,2, , ,4,4,4,1,1,1,1, , , , , , , , , ,2,1,3,1,1,1,98,98,98,2,2,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,7, , , , , , , ,1,1,2,2,1,2,2,2,1,1,1,1,1,6,6,6,5,1,3,1,1,2,2.27395459229924,4.07985156241514,1.19910887974726
2009010360,23,3,2,1,5,5,1,5,2,1,3,2,1, ,1,6, , ,9,4,1,3,1, , ,1, ,2,1,2, ,2,2,2,2,2, , ,3,5,4,1,1,2,2, , , , , , , , , ,1,2, , ,1,2,2,2,4,2,2,1,1,2, , , , , , , , , , , , , , ,2,2,1, , , , , , , , ,2,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,1,1,2,1,2,7,7,7,6,1,3,98,1,2,1.03006865823595,.7299742036674,.646534589441953
2009010361,39,2,1,1,3,3,1,3,4,2,2,5,2,2,1,2,1,3,1,5,3,1,2,2, ,1, ,1,2,2, ,1,1,1,2,2,1,2,4,7,6,1,1,1,1, , , , , , , , , ,2,1,3,2,2, , , , , , ,1,2,1, , , , , , , , , , , , , , ,1,2,2,2,2,1, , , , , ,2,7, , , , , , , ,1,2,2,2,1,2,2,1,1,1,1,1,4,4,7,7,3,1,3,2,1,98,2.49799232250311,1.10783866619001,1.15821451468146
2009010362,10,5,3,2,3,9,1,2,1,2,1,5,7,2,1,2,1,3,1,3,3,2,2,2, ,1, ,1,1,1,1,1,1,1,1,2,1,2,2,7,4,1,1,1,2, , , , , , , , , ,2,98, , ,2, , , , , , ,1,1,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,2,2,1,1,1,2,2,1,1,2,2,98,2,2,1,1,1,1,1,1,1,6,7,4,4,1,3,2,2,2,1.14324195606896,2.96195036752292,1.02413212594543
2009010363,5,9,4,2,3,9,1,5,2,1,3,5,1, ,1,6, , ,3,7,3,2,2, , ,1, ,1,2,2, ,2,1,2,2,2,2,2,7,1,1,1,1,1,2, , , , , , , , , ,1,2, , ,98, , , , , , ,1,2,2, , , , , , , , , , , , , , ,2,2,1, , , , , , , , ,2,3,2,1,1,1,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1,3,5,1,6,5,1,2,98,1,2,.987728746371224,2.09454319178214,.637266463500589
2009010364,18,6,3,2,4,10,2,5,4,1,3,6,2, ,1,6, , ,3,4,1,2,1, , ,1, ,2,1,1,2,2,2,2,1,2,98,2,7,6,4,1,1,1,2, , , , , , , , , ,1,1, ,1,2,1,2,98,3,2,2,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,3,2,1,2,2,2,2,2,2, ,2,2,2,2,2,2,1,2,1,1,3,6,7,6,4,1,3,98,1,2,.628785712685584,1.09356783934505,.896586834744966
2009010365,29,8,4,2,4,10,1,4,1,2,1,8,1,2,1,6,3,3,6,8,2,2,1, , ,1, ,1,1,1,2,2,2,1,1,2,2,2,2,4,4,1,2,1,2, , , , , , , , , ,1,2, , ,2, , , , , , ,1,1,2, , , , , , , , , , , , , , ,1,2,2,2,1,1,1,1,2,2,3,2,3,2,1,1,1,2,2,1,2, ,2,2,2,2,2,2,1,1,1,1,2,7,7,7,6,1,3,2,1,2,.247458412353934,.475102328004981,.576039629100007
2009010366,15,3,2,2,2,8,2,4,5,1,3,3,4, ,1,2, , ,7,2,1,3,98,1,1,2, ,2,2,2, ,2,1,2,1,1,1,2,5,6,4,1,1,1,2, , , , , , , , , ,2,2, , ,2, , , , , , ,2, , , , , , , , , , , , , , , , ,1,2,2,3,1,2, , ,1,98,3,2,7, , , , , , , ,1,2,2,2,2,2,2,2,2,1,2,1,1,7,6,5,5,1,3,2,1,2,1.36614741964274,.433755148388744,.623183954710621
2009010367,27,8,4,1,6,6,1,5,1,2,1,4,8,8,2,6,1,1,7,1,3,2,2, , , ,2,2,1,1,1,2,2,1,2,2,2,2,1,7,7,1,1,1,1, , , , , , , , , ,2, , , , , , , , , , , , , ,2,1,1,2,2,2,2,2,2, , , , ,3,1,2,2,3,1,2, , ,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,7,7,6,6,1,3,4,1,98,.293270545488327,.308508603208883,.848662970074385
2009010368,47,5,3,1,6,6,2,5,1,2,1,5,8,8,2,6,1,3,6,7,1,3,1, , , ,2,2,1,1,3,2,2,2,2,2, , ,4,7,7,1,1,1,2, , , , , , , , , ,1, , , , , , , , , , , , , ,2,1,1,2,2,2,2,2,2, , , , ,3,1,2,2,4,2,2, , , , , ,2,3,2,1,2,2,2,2,2,2, ,2,2,2,2,2,2,1,1,1,1,3,7,7,7,7,1,3,2,1,2,.37144292996785,.393736216432885,.272744859743333
2009010369,19,7,3,2,2,8,1,4,1,2,1,6,1,2,1,6,3,1,8,7,1,3,1, , ,1, ,2,1,1,3,2,1,1,1,2,2,2,4,4,4,1,1,1,2, , , , , , , , , ,2,1,2,1,2,1,98,98,1,2,2,1,2,2, , , , , , , , , , , , , , ,1,2,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,1,1,1,1,1,7,6,6,5,1,3,1,1,2,.728398854310699,.293234833439564,.472243203981626
2009010370,5,9,4,2,5,11,1,3,1,2,1,2,1,8,1,5,1,1,5,4,3,2,1, , ,2, ,2,2,1,2,2,2,2,2,2, , ,4,6,4,1,1,1,2, , , , , , , , , ,2,1,2,2,1,2,98,98,3,2,2,1,1,1, , , , , , , , , , , , , , ,1,1,1,4,2,2, , , , , ,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,7,7,6,5,1,3,98,1,2,2.11675148711132,4.47705835114392,1.34959599926562
2009010371,39,2,1,2,3,9,1,3,1,2,1,6,1,2,1,1,2,2,1,4,2,1,2,2, ,2, ,1,2,2, ,2,2,2,2,2, , ,4,7,4,1,2,1,2, , , , , , , , , ,1,1,2,98,2, , , , , , ,98, , , , , , , , , , , , , , , , ,2,2,1, , , , , , , , ,2,3,2,1,1,1,1,1,2,1,98,2,2,2,2,2,2,1,2,2,1,98,2,5,2,3,1,3,3,1,98,2.23781406854868,1.03258302272033,1.16340504090836
2009010372,6,8,4,2,3,9,2,2,1,2,1,4,1,2,1,5,1,1,5,5,1,2,2, , ,1, ,1,2,2, ,2,2,1,2,2,2,2,5,7,5,1,1,1,1, , , , , , , , , ,2,2, , ,2, , , , , , ,2, , , , , , , , , , , , , , , , ,1,2,2,1,1,98,2,1,1,98,3,2,7, , , , , , , ,2, ,2,2,1,2,2,1,1,1,2,1,4,5,5,5,5,1,3,2,1,98,.718104326070119,1.96589229699586,1.01642992909861
2009010373,6,8,4,1,5,5,1,3,1,2,1,4,1,2,1,5,3,3,7,1,1,3,1, , ,98, ,2,1,1,3,2,2,2,2,2, , ,4,4,4,1,1,2,2, , , , , , , , , ,1,1,2,98,1,1,98,98,4,2,2,1,1,1, , , , , , , , , , , , , , ,1,2,2,4,1,2, , ,1,1,1,2,3,1,2,2,2,2,2,1,2, ,2,2,2,2,2,2,1,1,1,1,2,2,2,3,6,1,3,98,1,98,.531390600660454,2.52049597152566,1.31808976289926
2009010374,36,3,2,1,6,6,1,3,1,2,1,3,8,8,2,5,1,2,2,3,99,99,99, , , ,98,1,2,2, ,2,1,2,1,99,99,2,3,4,7,1,1,1,1, , , , , , , , , ,99, , , , , , , , , , , , , ,2,1,2,98,2,2,2,2,2, , , , ,3,1,2,2,2,2,1, , , , , ,2,3,2,1,1,2,2,2,2,99, ,2,2,2,2,2,2,1,1,1,1,2,7,7,7,5,1,3,4,1,1,1.86642951855284,1.49052988458213,1.17451128669863
2009010375,7,1,1,2,2,8,1,1,2,1,3,3,4, ,1,2, , ,6,6,3,3,98,98, ,2, ,98,98,98, ,98,98,98,98,98, , ,5,5,5,98,98, , , , , , , , , , , ,2,2, , ,98, , , , , , ,98, , , , , , , , , , , , , , , , ,98,98,98, , , , , , , , ,2,7, , , , , , , ,98, ,2,98,98,98,98,98,1,2,2,2,4,5,5,5,5,98,98,4,98,98,.440439006610041,1.64550492344115,1.14440860769921
2009010376,11,5,3,2,3,9,1,4,1,2,1,6,7,2,1,6,3,2,3,3,3,2,1, , ,2, ,2,2,2, ,2,2,1,2,1,1,2,3,5,6,1,1,1,2, , , , , , , , , ,98,98, , ,98, , , , , , ,2, , , , , , , , , , , , , , , , ,1,2,2,2,1,2,1,1,1,1,1,2,3,2,1,1,2,2,2,1,2, ,2,2,2,2,2,2,1,1,2,1,3,7,6,6,5,1,98,98,1,98,.630946786911122,.811459935835362,.56167754629559
2009010377,11,5,3,2,1,7,1,3,4,2,2,5,2,2,1,6,1,1,1,9,2,3,2, , ,1, ,2,1,1,2,1,1,1,1,1,2,2,4,5,3,1,1,1,2, , , , , , , , , ,1,1,1,1,2,1,1,1, ,2,2,1,2,2, , , , , , , , , , , , , , ,1,2,2,1,1,2,2,1,1,2,1,2,5,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,7,7,7,6,1,3,2,1,2,1.12200779093928,1.48730319843759,1.11395526485424
2009010378,10,5,3,1,5,5,1,2,2,1,3,2,7, ,1,5, , ,8,1,3,3,2, , ,2, ,1,1,1,99,2,2,2,2,2, , ,1,99,99,1,2,1,2, , , , , , , , , ,2,2, , ,2, , , , , , ,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,2,2,1,2,2,2,2,1,2, ,2,2,2,2,2,2,1,2,2,1,1,6,7,5,6,1,3,98,1,98,1.35489106590542,3.5779053818478,1.28130536020995
2009010379,11,5,3,1,3,3,2,3,2,1,3,4,1, ,1,5, , ,6,6,3,3,2, , ,2, ,1,1,1,2,2,2,2,2,2, , ,5,6,4,1,2,1,1, , , , , , , , , ,1,1, ,1,1,2,1,2,3,2,2,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,2,2,1,2,2,2,2,2,2, ,2,2,2,2,2,1,2,2,1,2,3,7,7,7,4,1,3,98,1,2,1.45256918851865,1.86534734982488,1.36441803580362
2009010380,39,2,1,2,4,10,1,4,4,1,3,2,2, ,1,1, , ,4,2,2,1,2,2, ,1, ,2,2,2, ,2,2,2,2,2, , ,5,7,4,1,2,1,2, , , , , , , , , ,2,1, ,1,2,1,1,98,4,2,2,1,2,2, , , , , , , , , , , , , , ,1,2,2,4,1,1, , ,1,98,3,2,4,2,1,1,1,2,1,2,2, ,2,2,2,2,2,2,1,1,1,1,2,6,4,3,5,1,3,4,1,98,1.23503304681912,.599072608609118,.66401145383075
2009010381,41,5,3,2,4,10,1,4,1,2,1,4,2,7,1,5,1,3,1,4,3,2,1, , ,2, ,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,2, , , , , , , , , ,2,1,1,1,2,1,1,98,3,2,2,1,1,1, , , , , , , , , , , , , , ,1,2,2,4,1,2, , ,1,98,1,2,2,2,1,1,1,2,1,98,1,1,2,2,2,2,2,2,2,1,2,1,1,7,7,7,6,1,3,2,1,98,.630946786911122,.368441931841217,.492828645665423
2009010382,10,5,3,2,4,10,2,2,4,1,3,4,2, ,1,5, , ,99,99,1,2,2, , ,2, ,2,2,2, ,99,99,99,99,99, , ,99,99,99,1,1,1,1, , , , , , , , , ,2,99, , ,99, , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,7, , , , , , , ,2, ,2,2,2,2,2,2,1,2,1,1,3,98,98,98,99,99,99,99,99,99,.567899247177456,1.37679542795773,.470368022776437
2009010383,33,2,1,2,4,10,1,3,1,2,1,5,8,8,2,5,1,1,8,2,3,3,1, , , ,1,2,2,1,3,2,2,2,2,2, , ,4,7,4,1,1,1,2, , , , , , , , , ,1, , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2, , , , ,3,1,2,2,4,2,2, , , , , ,2,3,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,7,7,7,6,1,3,1,1,2,2.23781406854868,1.6699512982302,1.16363498440377
2009010384,4,7,3,1,2,2,1,2,1,2,1,5,2,3,1,6,2,3,6,6,1,3,1, , ,1, ,2,2,2, ,2,2,2,2,2, , ,4,6,6,1,1,2,2, , , , , , , , , ,2,1,3,1,2,1,2,98,3,2,2,1,2,2, , , , , , , , , , , , , , ,1,1,2,2,1,2,1,1,1,2,1,2,3,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,1,1,1,1,3,4,5,4,4,1,3,2,1,98,1.59888836215956,.39386264417861,1.32655335187055
2009010385,33,2,1,2,3,9,2,3,2,1,3,4,2, ,1,6, , ,4,1,1,2,2, , ,2, ,2,2,2, ,2,2,2,2,2, , ,7,7,7,1,1,1,2, , , , , , , , , ,2,2, , ,2, , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,2,2,1,2,2,2,2,2,2, ,2,2,2,2,2,2,1,2,1,2,3,4,5,4,3,1,2,1,1,2,2.54715617472817,1.89168044690173,1.36611049505574
2009010386,16,4,2,1,4,4,1,3,1,2,1,6,2,2,1,6,3,1,2,6,1,2,2, , ,1, ,2,1,1,99,2,1,2,1,2,2,2,3,7,6,1,1,1,2, , , , , , , , , ,1,1,2,2,2, , , , , , ,1,2,1, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,2,2,1,1,1,1,2,1,2, ,2,2,2,2,2,2,1,1,1,1,1,4,7,4,4,1,3,98,1,2,.610021887900137,1.20489630479674,1.25909818114943
2009010387,33,2,1,2,5,11,1,5,4,1,3,6,8, ,2,1, , ,7,6,3,2,2,1,1, ,1,2,1,1,2,2,1,2,1,1,2,2,5,1,1,1,1,1,2, , , , , , , , , ,1, , , , , , , , , , , , , ,2,2,1,1,2,1,2,2,2,1,2,1,2, ,1,2,2,4,1,1, , ,1,1,1,2,3,2,2,1,2,2,2,1,2, ,2,2,2,2,2,2,1,1,1,1,1,5,5,5,5,1,3,2,2,2,1.46071448986285,1.10432731645342,.741651469909984
2009010388,5,9,4,2,2,8,1,3,1,4,1,5,2,2,1,2,1,1,4,1,1,2,2,2, ,1, ,1,1,2, ,2,2,2,2,2, , ,4,7,4,1,1,1,1, , , , , , , , , ,2,2, , ,2, , , , , , ,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,3,2,1,1,2,1,2,2,2, ,2,2,1,1,1,2,1,2,1,1,3,6,6,4,6,1,3,98,1,98,1.75647038982277,4.03853993507414,1.22006618525295
2009010389,26,4,2,1,2,2,1,3,4,1,3,4,2, ,1,2, , ,3,98,2,3,2,2, ,2, ,2,1,1,2,2,2,2,2,2, , ,4,4,4,1,1,1,1, , , , , , , , , ,2,1, ,2,2, , , , , , ,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,3,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,4,4,4,6,1,2,2,2,98,.649739848612554,2.61678093850955,1.25866693290476
2009010390,44,7,3,1,5,5,1,3,1,2,1,3,1,4,1,6,1,1,99,7,1,1,2, , ,2, ,1,2,2, ,2,2,2,2,2, , ,1,7,7,1,1,1,2, , , , , , , , , ,2,2, , ,2, , , , , , ,2, , , , , , , , , , , , , , , , ,1,2,1,3,2,2, , , , , ,2,7, , , , , , , ,1,1,2,2,2,2,2,2,2,2,1,1,4,7,7,1,6,1,3,98,2,98,1.59376095067897,3.63434786488392,1.28272666734307
2009010391,50,3,2,1,3,3,1,4,1,2,1,6,2,2,1,6,1,1,8,3,1,3,1, , ,1, ,2,1,2, ,2,1,1,2,2,2,2,3,6,6,1,1,1,2, , , , , , , , , ,2,1,1,1,1,1,2,98,1,2,2,1,1,1, , , , , , , , , , , , , , ,1,1,2,3,2,1, , , , , ,2,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,1,1,1,1,1,7,7,6,7,1,3,1,1,2,.97021290698769,.425786007379786,.668988956481784
2009010392,13,8,4,2,2,8,1,5,1,2,1,3,3,5,1,1,1,1,4,7,3,2,2,2, ,1, ,1,2,2, ,2,1,1,1,2,2,2,3,3,1,1,1,1,2, , , , , , , , , ,2,2, , ,1,2,1,98,4,2,2,98, , , , , , , , , , , , , , , , ,1,2,2,1,1,2,1,1,1,98,1,2,2,1,2,2,2,2,2,1,2, ,2,2,2,2,2,2,1,1,1,1,2,1,1,2,5,1,3,2,1,2,.242862208756999,.320587126577782,.453395605567293
2009010393,10,5,3,1,5,5,1,4,5,1,3,4,8, ,2,5, , ,7,9,3,2,1, , , ,2,2,2,2, ,2,2,2,2,2, , ,5,1,5,1,1,1,2, , , , , , , , , ,1, , , , , , , , , , , , , ,2,1,1,1,1,2,2,2,2,2, , ,2, ,1,1,2,2,2,2, , , , , ,2,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,1,1,1,1,2,7,7,7,5,1,3,98,1,98,.747754366527158,1.93422587272304,.711307671792807
2009010394,37,7,3,2,3,9,1,4,2,1,3,3,1, ,1,6, , ,7,4,3,3,1, , ,1, ,2,1,1,3,2,1,2,1,2,1,2,6,4,3,1,1,1,2, , , , , , , , , ,2,2, , ,1,2,98,98,2,2,2,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,3,2,1,2,2,2,2,1,2, ,2,2,2,2,2,2,2,2,2,1,1,3,5,5,4,1,3,98,1,2,.742183911489093,.279196010004817,.544955214985119
2009010395,10,5,3,2,3,9,2,3,1,2,1,5,3,2,1,1,1,1,5,6,3,2,98,98, ,1, ,2,1,2, ,2,1,1,2,1,1,2,4,4,5,1,1,1,1, , , , , , , , , ,2,1,2,98,1,1,98,98,98,2,2,1,2,2, , , , , , , , , , , , , , ,1,2,2,3,1,2, , ,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,1,3,7,6,4,5,1,3,98,1,2,1.30127692400197,3.1367718589484,1.05371051186942
2009010396,14,3,2,2,6,12,1,2,1,2,1,4,8,1,2,5,1,3,3,3,1,2,1, , , ,1,1,2,2, ,2,1,2,1,1,1,2,4,3,5,1,1,1,2, , , , , , , , , ,1, , , , , , , , , , , , , ,2,1,1,2,2,1,2,2,2, , , , ,3,1,1,1,4,2,2, , , , , ,2,4,1,2,2,2,2,2,1,2, ,2,2,2,2,2,2,1,1,1,1,3,6,6,6,5,1,3,98,1,98,1.86265373900835,1.57475872796092,1.14240488530337
2009010397,37,7,3,2,3,9,1,4,1,2,1,7,2,2,1,3,3,3,5,5,1,3,2,1,2,2, ,1,2,2, ,2,2,2,2,2, , ,7,6,7,1,1,1,2, , , , , , , , , ,1,1,1,1,1,1,2,98,3,2,2,1,2,2, , , , , , , , , , , , , , ,1,2,1,2,1,1,1,1,1,98,1,2,3,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,1,1,1,1,3,5,7,4,5,1,98,1,2,2,.742183911489093,.279196010004817,.544955214985119
2009010398,36,3,2,2,4,10,1,3,1,2,1,3,3,3,1,1,1,1,3,1,1,2,2,2, ,2, ,1,1,1,3,2,2,2,2,2, , ,3,7,5,1,1,1,2, , , , , , , , , ,2,2, , ,2, , , , , , ,1,1,1, , , , , , , , , , , , , , ,1,2,2,4,2,2, , , , , ,2,2,1,2,2,2,2,2,1,2, ,2,2,2,2,2,2,1,1,2,1,1,6,4,4,3,1,3,1,1,2,1.57487239184744,1.36605817663321,1.01389625911041
2009010399,34,5,3,1,4,4,1,5,1,2,1,7,2,4,1,1,1,2,4,6,3,3,2,2, ,1, ,2,1,1,3,2,2,2,1,2,98,2,4,6,5,1,2,2,2, , , , , , , , , ,1,1,3,1,1,1,1,2,1,2,2,2, , , , , , , , , , , , , , , , ,1,2,2,4,1,1, , ,1,2,1,2,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,1,1,1,1,1,6,6,6,6,1,3,2,1,2,.704303477113342,.926942312300349,.673771790085973
2009010400,45,8,4,2,4,10,1,3,4,4,3,6,2, ,1,5, , ,1,2,1,1,2, , ,2, ,2,1,1,2,1,2,2,1,2,2,2,4,5,4,1,1,1,2, , , , , , , , , ,2,1, ,1,2,1,2,98,1,1,2,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,2,2,1,1,2,1,2,2,2, ,2,2,2,2,2,2,1,1,1,1,1,7,4,4,5,1,3,2,1,2,.448381456652192,.910101833627715,1.12454177974585
2009010401,48,9,4,1,3,3,1,5,1,2,1,7,8,7,2,1,1,1,5,9,1,3,1,1,1, ,2,1,1,1,3,2,1,2,1,1,1,1,5,6,7,1,1,1,2, , , , , , , , , ,1, , , , , , , , , , , , , ,2,2,1,2,1,1,1,2,2, , , , , ,1,1,2,2,2,2, , , , , ,2,2,1,2,2,2,2,2,1,2, ,2,2,2,2,2,2,1,1,1,1,2,7,7,7,7,1,3,1,1,2,1.10256649997339,.390485433971191,.674655418261802
