NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5,A6,A7,A7A,A8,A9,A10,A10A,A11,A14,A15,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,K_1,K_2,K_3,K_4,K_5,K6,K7,K8A_1,K8A_2,K8A_3,B1,B2,B3,B4,B5A_1,B5A_2,B5A_3,B5A_4,B5A_5,B5A_6,B11,B12,B13,B14,C1,C2,C3,C4,C5,C7,C8,C9,C10,C11,C12,C13,C14,D2,D3A_1,D3A_2,D3A_3,D3A_4,D3A_5,D3A_6,D3A_7,D3A_8,D11,D12,D13,D14,D15,EA_1,EA_2,EA_3,E4,E7,E8,E10,E11,E12,E14,E15,E16,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G2,G4,G5_1,G5_2,G5_3,G5_4,G5_5,H1,H2,H3,H4,H7,M1_1,M1_2,M1_3,M4,M6,M7,M8,M9,M10,wgt_n2,wgt_d2,wgt_s3
2009024385,48,9,4,1,2,2,1,1,1,2,1,2,6,2,1,1,1,2,5,4,1,3,1,2, ,2, ,2,2,2, ,2,2,2,2,2, , ,5,7,4,1,2,1,2, , , , , , , , , ,2,2, , ,2, , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,7, , , , , , , ,2, ,2,2,1,2,1,2,1,2,2,1,1,6,7,4,5,1,1,2,1,1,2.12786611660015,.825810584085479,1.33525513623703
2009024386,48,9,4,1,4,4,2,4,1,2,1,5,2,6,1,2,1,1,3,7,3,1,1,2, ,1, ,1,1,1,2,1,1,1,1,1,2,1,6,4,7,1,1,1,2, , , , , , , , , ,1,1,1,2,1,1,2,1, ,1,1,1,1,1, , , , , , , , , , , , , , ,99,1,1, , , , , , , , ,2,3,2,1,1,2,2,1,2,1,2,99,2,2,2,1,1,1,2,1,1,1,6,7,6,6,1,3,2,1,2,.547693934756369,.22124374361728,.382761834159396
2009024387,12,9,4,1,4,4,2,4,5,1,3,5,2, ,1,5, , ,1,6,1,1,1, , ,1, ,1,2,2, ,2,1,1,1,2,1,1,1,7,4,1,1,1,2, , , , , , , , , ,1,1, ,1,1,1,2,2,3,2,2,1,1,1, , , , , , , , , , , , , , ,1,1,2,4,1,1, , ,1,2,1,2,3,1,1,2,2,2,2,2,2, ,2,2,2,2,2,2,1,1,1,1,1,6,6,7,4,1,3,1,1,2,1.6266762426375,.140897346722829,.631540354547397
2009024388,12,9,4,2,2,8,2,4,1,3,1,5,3,3,1,2,2,1,1,6,2,2,2,2, ,2, ,1,2,2, ,1,2,1,2,2,2,2,5,98,3,1,1,1,1, , , , , , , , , ,1,1,3,1,2,2,98,98,4,2,2,2, , , , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,4,2,1,1,1,1,2,2,1,1,2,2,98,2,2,2,1,2,2,1,4,2,7,1,3,1,98,1,1,98,1.43018343220759,.136741899032352,.49594043484381
2009024389,12,9,4,1,2,2,2,3,2,1,3,3,2, ,1,6, , ,2,2,3,2,2, , ,2, ,1,2,2, ,2,2,2,2,2, , ,1,7,7,1,2,1,2, , , , , , , , , ,2,2, , ,2, , , , , , ,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,7, , , , , , , ,1,2,2,2,2,2,2,2,1,2,2,1,1,6,4,4,5,3,3,98,2,98,1.05700596387031,.128452623690482,1.44829596465818
2009024390,48,9,4,2,4,10,1,2,1,2,1,7,4,2,1,5,3,1,3,4,1,2,2, , ,2, ,2,2,2, ,2,2,2,2,2, , ,5,6,98,1,1,1,1, , , , , , , , , ,2,1,2,98,2, , , , , , ,1,2,2, , , , , , , , , , , , , , ,1,2,2,4,1,2, , ,1,98,1,2,1,2,1,1,2,2,2,2,2, ,2,2,2,2,2,2,1,1,2,1,2,5,4,3,2,1,3,98,98,98,1.78971185445793,.71941039221042,1.0956520487036
2009024391,48,9,4,2,3,9,1,2,1,2,1,6,2,2,1,6,1,1,7,7,1,3,1, , ,2, ,2,2,2, ,2,2,2,2,2, , ,5,6,6,1,1,1,2, , , , , , , , , ,1,1,3,1,1,1,1,98,3,2,2,1,2,2, , , , , , , , , , , , , , ,1,1,2,3,1,1, , ,1,2,1,2,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,1,1,2,1,3,6,5,4,4,2,2,98,1,98,1.78971185445793,.71941039221042,1.0956520487036
2009024392,48,9,4,2,4,10,1,2,1,2,1,3,4,2,1,1,3,3,1,1,98,1,2,2, ,2, ,2,2,2, ,2,2,2,2,2, , ,98,6,98,1,1,1,98, , , , , , , , , ,2,1,2,2,2, , , , , , ,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,7, , , , , , , ,2, ,2,2,1,2,1,2,1,2,1,2,98,6,2,5,4,98,98,98,98,98,1.78971185445793,.71941039221042,1.0956520487036
2009024393,48,9,4,2,5,11,1,2,4,2,2,5,8,8,2,5,2,1,7,4,3,3,98, , , ,2,2,2,2, ,2,1,2,2,2,2,2,5,2,2,1,1,1,2, , , , , , , , , ,1, , , , , , , , , , , , , ,1,1,2,1,1,2,2,2,2,1,2,1,2,3,1,2,2,4,2,2, , , , , ,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,3,6,6,2,4,1,3,4,1,2,2.11675148711132,.803759413609758,1.28192402729537
2009024394,51,8,4,2,3,9,1,2,1,2,1,2,3,2,1,3,1,1,1,4,2,1,2,2, ,1, ,1,1,1,3,2,1,1,1,1,1,2,3,3,2,1,1,1,1, , , , , , , , , ,2,1,1,1,2,2,3,98,4,2,2,1,2,2, , , , , , , , , , , , , , ,1,2,1,4,1,2, , ,98,98,1,2,3,1,2,1,2,2,1,98,1,1,2,1,2,2,2,2,2,1,2,1,1,7,4,1,98,98,98,98,98,98,.448381456652192,.274652816014405,.938764812452596
2009024395,48,9,4,2,5,11,1,3,1,2,1,1,8,6,2,5,1,1,6,4,1,2,2, , , ,1,1,2,2, ,2,2,1,2,2,1,98,4,7,5,1,1,99,2, , , , , , , , , ,2, , , , , , , , , , , , , ,2,1,1,2,2,2,2,2,2, , , , ,1,1,99,2,4,98,1, , , , , ,2,1,1,2,2,2,2,2,1,2, ,2,2,2,2,98,2,1,1,1,1,2,7,7,5,5,1,3,4,1,2,2.11675148711132,.803759413609758,1.28192402729537
2009024396,48,9,4,1,3,3,1,3,1,2,1,3,2,4,1,1,3,1,1,2,3,1,2,2, ,2, ,1,1,1,1,2,2,2,2,2, , ,5,5,3,1,1,1,1, , , , , , , , , ,1,1,1,2,2, , , , , , ,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,1,7, , , , , , , ,2, ,2,2,1,2,2,1,1,2,2,1,1,5,7,4,4,1,3,2,1,2,1.99779174452511,.747065889576611,1.23952553308442
2009024397,32,8,4,1,2,2,1,2,4,1,3,4,2, ,1,6, , ,6,3,3,3,2, , ,2, ,2,1,1,2,2,2,2,2,2, , ,4,4,4,1,1,1,2, , , , , , , , , ,2,1, ,2,2, , , , , , ,1,2,2, , , , , , , , , , , , , , ,1,2,2,2,1,2,1,1,1,98,1,2,1,1,2,2,2,2,2,1,2, ,2,2,2,2,2,2,1,1,1,1,1,4,4,4,5,98,98,98,98,98,.533100178414473,.958898301118819,1.331388447211
2009024398,41,5,3,1,5,5,1,2,1,2,1,3,8,8,2,6,1,1,8,2,1,3,1, , , ,1,2,2,2, ,2,2,2,2,2, , ,1,7,7,1,1,1,2, , , , , , , , , ,1, , , , , , , , , , , , , ,2,1,1,2,2,2,2,2,2, , , , ,2,1,1,2,4,2,1, , , , , ,2,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,1,1,1,1,1,6,6,4,5,1,3,98,1,98,1.35489106590542,.823269049251418,1.36436307648773
2009024399,48,9,4,2,5,11,2,3,1,2,1,3,4,8,3,1,1,1,1,1,3,2,2,2, , ,1,1,2,2, ,2,1,2,1,2,1,1,98,7,4,1,1,1,1, , , , , , , , , ,2, , , , , , , , , , , , , ,2,1,1,2,2,2,2,2,2, , , , ,2,1,2,2,2,2,2, , , , , ,2,7, , , , , , , ,2, ,2,2,2,2,2,2,1,1,2,1,1,7,5,6,5,2,3,98,1,2,1.05148483189483,.455399167713315,.727292153385134
2009024400,2,9,4,2,2,8,1,3,1,2,1,2,4,2,1,1,3,3,6,6,3,3,98,1,98,98, ,98,98,98, ,98,98,98,98,98, , ,4,4,4,98,98, , , , , , , , , , , ,98,98, , ,98, , , , , , ,98, , , , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,98,98, , , , , , , ,2, ,2,2,2,2,2,2,1,1,1,1,3,4,4,4,5,98,98,98,1,98,1.75647038982277,.100648792630115,.887702744242126
2009024401,27,8,4,1,1,1,2,2,1,2,1,2,3,2,1,6,1,3,4,5,3,2,2, , ,2, ,1,1,1,1,2,2,2,2,2, , ,4,6,4,1,1,1,1, , , , , , , , , ,2,2, , ,2, , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,7, , , , , , , ,2, ,2,2,1,2,2,2,2,2,2,2, ,4,5,4,4,1,2,98,1,2,.264814625097162,.44498572923604,1.35485354651765
2009024402,51,8,4,2,2,8,1,3,2,2,2,5,5,2,1,6,1,1,6,6,3,2,2, , ,2, ,2,1,2, ,2,2,2,2,2, , ,3,6,4,1,1,1,1, , , , , , , , , ,2,1,3,1,1,1,98,98,3,2,2,2, , , , , , , , , , , , , , , , ,1,2,2,1,1,2,2,1,1,98,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,7,7,4,5,2,3,4,1,2,.440053380656472,.295145670041601,.839366322926153
2009024403,27,8,4,2,4,10,1,2,1,2,1,5,3,2,1,1,1,1,1,5,3,1,2,2, ,2, ,1,1,1,3,2,2,1,2,2,1,2,4,5,98,1,1,1,1, , , , , , , , , ,2,1,3,1,2,1,1,98,2,2,2,1,1,1, , , , , , , , , , , , , , ,1,2,2,4,1,2, , ,1,2,1,2,3,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,1,2,1,1,7,5,6,4,2,3,3,1,2,.448381456652192,.473841796606175,.972570759582081
2009024404,48,9,4,2,5,11,1,3,1,2,1,5,4,3,1,5,3,1,4,6,1,3,1, , ,2, ,2,2,2, ,2,2,2,2,2, , ,6,3,2,1,1,1,2, , , , , , , , , ,1,2, , ,2, , , , , , ,1,2,1, , , , , , , , , , , , , , ,1,1,1,3,1,1, , ,1,2,1,2,3,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,5,3,5,5,1,3,1,1,2,2.11675148711132,.803759413609758,1.28192402729537
2009024405,48,9,4,2,2,8,1,4,2,2,2,7,2,2,1,6,2,2,6,5,1,3,1, , ,2, ,2,2,2, ,2,2,2,2,2, , ,4,3,4,1,1,1,2, , , , , , , , , ,1,1,2,2,1,1,1,98,98,2,2,1,2,2, , , , , , , , , , , , , , ,1,2,2,2,1,1,98,98,98,98,1,2,2,1,2,2,2,2,2,98,2, ,2,2,2,2,2,2,1,1,2,1,1,6,7,6,5,1,3,2,1,2,.969383027695982,.378968951705894,.686198776897124
2009024406,48,9,4,2,2,8,1,4,4,2,2,7,2,2,1,1,1,1,8,8,1,3,1,1,2,1, ,2,1,1,2,2,2,2,2,2, , ,3,4,4,1,1,1,2, , , , , , , , , ,1,1,3,1,1,1,1,2,1,2,2,1,2,2, , , , , , , , , , , , , , ,1,1,2,4,2,2, , , , , ,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,7,7,7,7,1,3,2,1,2,.969383027695982,.378968951705894,.686198776897124
2009024407,48,9,4,2,5,11,1,4,1,2,1,4,1,3,1,5,3,2,5,1,1,2,1, , ,2, ,99,2,2, ,2,2,2,2,2, , ,3,4,4,1,1,1,2, , , , , , , , , ,2,2, , ,1,1,3,98,3,2,2,1,1,1, , , , , , , , , , , , , , ,1,2,1,4,2,2, , , , , ,2,2,1,2,2,1,2,2,2,2, ,2,2,2,2,2,2,1,1,2,1,2,6,7,4,4,1,3,1,1,2,1.16821950278535,.420118690748562,.697732291696089
2009024408,41,5,3,1,4,4,1,2,1,2,1,4,3,2,1,1,3,3,5,3,3,3,2,1,2,2, ,1,2,2, ,2,2,2,1,2,1,2,4,5,4,1,2,1,98, , , , , , , , , ,2,98, , ,98, , , , , , ,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,7, , , , , , , ,2, ,2,2,2,1,1,2,2,1,2,1,2,5,4,5,4,1,3,3,1,1,1.27616036969318,.799754194891423,1.23387763179294
2009024409,46,1,1,2,4,10,1,2,1,2,1,5,7,2,1,5,1,1,5,1,1,2,1, , ,2, ,1,1,2, ,2,1,2,1,2,2,2,98,7,4,1,1,2,2, , , , , , , , , ,1,2, , ,2, , , , , , ,1,1,1, , , , , , , , , , , , , , ,1,2,2,4,1,2, , ,1,98,1,2,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,7,6,6,7,2,3,4,1,98,.448774380634565,.35982267940646,1.01446783483102
2009024410,12,9,4,2,4,10,2,3,1,2,1,4,1,8,1,5,1,1,2,2,2,2,2, , ,1, ,1,1,1,1,2,1,2,2,1,2,2,4,4,7,1,1,1,1, , , , , , , , , ,1,1,2,2,2, , , , , , ,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,2,1,2,2,2,2,2,1,2, ,2,2,2,2,2,2,1,2,1,2,3,7,7,7,7,1,3,98,1,98,2.64045910598922,.259582065421566,1.14611505501878
2009024411,40,1,1,1,3,3,2,5,2,2,2,3,2,2,1,6,1,1,2,3,2,2,2, , ,1, ,2,1,1,3,2,2,2,2,2, , ,98,98,98,1,1,1,2, , , , , , , , , ,2,2, , ,2, , , , , , ,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,2,1,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,2,2,1,3,5,5,5,5,1,3,2,1,98,.137335518974948,.178272261755718,.608724576116066
2009024412,27,8,4,2,5,11,1,5,4,1,3,1,3, ,1,5, , ,5,2,3,2,2, , ,2, ,2,1,2, ,2,2,2,2,2, , ,3,4,7,1,2,1,2, , , , , , , , , ,2,2, , ,2, , , , , , ,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,2,2,1,2,2,1,2,2,2, ,2,2,2,2,2,2,2,2,2,1,1,7,6,1,5,1,3,98,1,98,.292677260333087,.286568892660949,.771821991247312
2009024413,41,5,3,2,5,11,1,3,1,2,1,5,1,8,1,5,3,1,10,1,3,3,1, , ,1, ,2,2,1,3,2,1,2,1,2,2,2,5,4,3,1,1,2,2, , , , , , , , , ,1,1,2,98,2, , , , , , ,1,2,2, , , , , , , , , , , , , , ,1,1,1,4,2,2, , , , , ,2,1,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,1,1,1,1,1,7,7,6,5,1,1,4,1,2,1.35215012663029,.794978722451006,1.34364953053322
2009024414,40,1,1,2,3,9,2,3,3,2,2,2,4,4,1,1,1,1,6,7,1,1,2,2, ,2, ,2,2,2, ,2,2,2,1,2,2,2,5,7,7,1,1,1,2, , , , , , , , , ,2,2, , ,2, , , , , , ,2, , , , , , , , , , , , , , , , ,1,2,2,4,1,2, , ,98,2,1,2,2,2,1,1,2,2,2,2,2, ,2,2,2,2,2,2,1,1,1,1,3,6,6,7,5,1,2,2,98,1,.718733612601425,.472774433626475,1.72289964308007
2009024415,46,1,1,2,1,7,1,2,2,3,3,2,3, ,1,6, , ,5,8,3,2,98, , ,2, ,2,2,2, ,2,2,2,1,1,1,98,4,5,3,1,1,2,2, , , , , , , , , ,98,2, , ,2, , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,1, , , , , , , , ,2,7, , , , , , , ,2, ,2,2,2,98,98,98,1,98,98,1,98,4,5,6,2,1,1,98,98,98,.440439006610041,.371318260895304,1.04725508151222
2009024416,41,5,3,2,5,11,1,2,1,2,1,3,2,6,1,5,1,1,6,2,3,2,2, , ,2, ,2,2,2, ,2,2,2,2,2, , ,5,7,4,1,2,1,2, , , , , , , , , ,2,1,1,2,2, , , , , , ,1,1,1, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,7, , , , , , , ,2, ,2,2,2,2,2,2,1,2,1,1,3,7,7,2,6,1,3,1,1,98,1.35215012663029,.794978722451006,1.34364953053322
2009024417,22,1,1,1,5,5,1,4,1,2,1,2,6,7,1,5,1,1,4,1,3,2,2, , ,2, ,99,2,2, ,1,2,1,1,2,1,2,1,7,7,1,2,1,2, , , , , , , , , ,2,98, , ,2, , , , , , ,2, , , , , , , , , , , , , , , , ,1,2,2,2,1,2,1,1,1,2,1,2,7, , , , , , , ,1,1,1,2,2,2,2,2,1,1,1,1,2,7,5,6,5,1,3,4,1,2,.2935275432498,2.05424154838579,.791143053378831
2009024418,25,6,3,2,1,7,1,2,1,2,1,4,4,2,1,2,3,3,3,5,1,2,2,2, ,2, ,2,2,2, ,2,2,1,2,1,1,2,5,1,5,1,1,1,2, , , , , , , , , ,2,1,2,98,2, , , , , , ,2, , , , , , , , , , , , , , , , ,1,2,2,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,6,3,7,5,1,98,4,1,98,.75789575321221,.695590794721473,.810681743642635
2009024419,26,4,2,2,2,8,1,3,2,2,2,5,4,2,1,2,3,3,1,2,1,2,2,2, ,2, ,2,2,2, ,2,2,2,2,2, , ,6,98,98,2,2, , ,2,2,2,2,2,2,2,2,1, ,2, , ,2, , , , , , ,98, , , , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,7, , , , , , , ,2, ,2,2,2,2,1,1,2,2,2,1,98,7,6,4,5,1,98,4,1,98,.536334873830942,2.19421244377256,1.13608855655714
2009024420,32,8,4,2,1,7,2,3,2,2,2,1,5,5,1,1,3,2,1,3,2,2,2,2, ,2, ,2,2,2, ,2,2,2,2,2, , ,1,1,1,1,1,1,1, , , , , , , , , ,2,2, , ,2, , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,1,2,1,1,1,2,2,2,2, ,2,2,1,2,2,2,1,2,1,1,1,3,7,7,5,1,3,2,1,2,.704766514455385,.806630399461167,1.10036856258927
2009024421,8,5,3,2,5,11,2,2,4,1,3,1,8, ,2,6, , ,1,1,3,2,2, , , ,2,2,2,2, ,2,2,2,2,2, , ,4,7,4,2,1, , , , , , , , , , , ,2, , , , , , , , , , , , , ,2,1,2,2,2,2,2,2,2, , , , , ,2,2,2, , , , , , , , ,2,7, , , , , , , ,2, ,2,2,2,2,2,1,1,2,2,2,4,7,4,4,5,98,1,98,98,98,1.53906331746296,.181170302221189,1.60341943895019
2009024422,12,9,4,2,4,10,2,4,1,2,1,5,2,4,1,2,1,1,10,1,1,2,2,2, ,2, ,1,1,1,2,2,2,2,2,2, , ,5,5,5,2,2, , ,1,2,2,2,2,2,2,2,2, ,1,1,1,2,2,1,2,1,2,2,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,7, , , , , , , ,2, ,2,2,2,2,1,2,1,2,2,2,4,7,7,7,7,1,1,98,1,2,1.4572498674057,.135681493267915,.48798342396179
2009024423,2,9,4,1,4,4,1,3,1,2,1,7,2,2,1,1,3,2,9,2,1,3,2,2, ,2, ,2,1,1,3,2,2,2,2,2, , ,2,7,7,1,1,1,2, , , , , , , , , ,2,1,3,1,2,1,1,98,3,2,2,1,2,2, , , , , , , , , , , , , , ,1,2,2,2,1,2,98,2,1,98,1,2,3,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,5,7,4,4,1,98,98,1,2,1.99779174452511,.103707407406156,1.38145232302139
2009024424,32,8,4,1,2,2,2,3,2,4,3,3,2, ,1,6, , ,2,5,3,2,2, , ,2, ,1,1,1,1,1,1,2,1,1,2,2,5,7,4,1,2,2,1, , , , , , , , , ,2,2, , ,2, , , , , , ,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,1,3,6,5,4,1,3,98,1,2,.853785406752756,.937849336361746,1.53129196059882
2009024425,2,9,4,2,4,10,1,2,2,1,3,4,2, ,1,6, , ,4,4,3,3,2, , ,2, ,2,2,2, ,2,1,2,2,2,2,2,5,6,6,2,1, , , , , , , , , , , ,2,1, ,1,1,1,98,98,3,2,2,2, , , , , , , , , , , , , , , , ,1,2,2,4,1,2, , ,1,98,1,2,2,2,1,2,2,2,2,2,2, ,2,2,2,2,2,2,1,1,1,1,3,4,6,3,4,1,3,98,1,2,1.78971185445793,.0998682816042791,.918344063333456
2009024426,35,4,2,2,2,8,1,2,1,2,1,5,4,2,1,2,3,1,4,2,1,2,2,2, ,2, ,2,1,1,2,1,2,2,2,2,98,2,98,98,4,1,1,1,2, , , , , , , , , ,2,1,2,98,2, , , , , , ,2, , , , , , , , , , , , , , , , ,1,2,2,3,1,2, , ,1,98,1,2,1,99,99,99,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,7,6,5,5,1,1,98,1,98,.536334873830942,.330288087919965,1.04936038146755
2009024427,12,9,4,2,4,10,2,3,1,2,1,7,2,2,1,2,1,1,6,3,2,3,2,2, ,2, ,2,2,2, ,2,2,1,1,2,2,2,4,4,4,1,1,1,1, , , , , , , , , ,1,1,1,1,1,1,1,98,1,2,2,1,2,2, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,2,2,1,1,1,1,1,2,2, ,2,1,1,2,2,2,1,2,1,1,3,6,5,4,4,1,3,4,1,2,2.64045910598922,.259582065421566,1.14611505501878
2009024428,9,5,3,1,2,2,1,5,1,2,1,8,2,2,1,2,1,1,10,10,2,1,1,1,1,1, ,1,1,1,2,1,1,1,1,1,1,1,7,6,7,1,1,1,1, , , , , , , , , ,1,1,1,1,1,1,1,1, ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1,1,4,1,1, , ,1,1,3,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,7,2,1,2,1,1,.750160024867552,.106689946051481,.923967706161542
2009024429,41,5,3,1,6,6,1,3,1,2,1,5,8,8,2,1,1,1,8,3,3,2,2,2, , ,2,2,2,2, ,2,2,2,2,2, , ,5,7,7,1,1,2,2, , , , , , , , , ,2, , , , , , , , , , , , , ,2,1,1,1,1,2,1,2,2,2, , ,2,3,1,1,2,3,2,2, , , , , ,2,3,1,2,2,2,2,2,1,2, ,2,2,2,2,2,2,1,1,2,1,1,7,7,7,7,1,3,1,1,2,1.35489106590542,.823269049251418,1.36436307648773
2009024430,41,5,3,1,5,5,1,3,4,1,3,4,2, ,1,2, , ,2,6,1,2,2,2, ,2, ,2,2,1,3,2,2,2,2,2, , ,5,6,6,1,1,1,1, , , , , , , , , ,2,1, ,1,2,1,98,1, ,2,1,1,2,2, , , , , , , , , , , , , , ,1,2,2,4,2,2, , , , , ,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,3,6,6,4,5,1,3,2,1,2,1.35489106590542,.823269049251418,1.36436307648773
2009024431,8,5,3,2,4,10,2,2,2,4,3,3,2, ,1,5, , ,6,7,3,2,1, , ,1, ,2,2,2, ,2,1,2,1,1,1,1,5,5,5,1,1,99,2, , , , , , , , , ,2,1, ,1,99,99,2,99, ,2,2,1,1,1, , , , , , , , , , , , , , ,99,2,99, , , , , , , , ,2,7, , , , , , , ,1,2,2,2,2,2,2,2,1,1,1,1,1,7,7,7,5,1,98,98,98,98,1.30127692400197,.155318153141675,1.29450405714604
2009024432,41,5,3,1,2,2,2,4,2,2,2,5,2,2,1,1,1,3,4,5,1,2,2,2, ,2, ,2,1,1,1,2,2,2,2,2, , ,4,4,4,1,1,1,1, , , , , , , , , ,2,2, , ,2, , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,7, , , , , , , ,2, ,2,2,2,2,1,2,1,1,2,1,3,4,4,4,4,1,3,98,1,98,.853857684706953,.482930100675955,.706314191399609
2009024433,51,8,4,2,4,10,2,3,4,2,2,5,2,8,1,5,2,3,4,9,1,2,2, , ,2, ,2,2,2, ,2,2,2,2,2, , ,6,6,7,1,1,1,2, , , , , , , , , ,1,1,3,1,1,1,98,98,3,2,2,1,1,1, , , , , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,3,6,6,3,7,1,3,1,1,2,.222731059098528,.206436231758772,.492918706279485
2009024434,46,1,1,2,6,12,1,5,1,2,1,6,2,2,1,5,3,3,4,3,2,2,1, , ,1, ,1,2,2, ,1,2,1,2,1,1,2,4,6,98,1,1,2,2, , , , , , , , , ,1,1,3,98,1,98,1,2,3,2,2,1,1,1, , , , , , , , , , , , , , ,1,1,2,4,2,2, , , , , ,2,3,2,1,1,1,2,2,98,1,1,2,2,2,2,2,2,1,1,1,1,2,3,4,5,3,1,3,2,1,2,.292933738189104,.222836108132915,.76121115697296
2009024435,40,1,1,2,1,7,2,3,2,1,3,1,5, ,1,5, , ,98,1,3,3,1, , ,2, ,2,2,2, ,2,2,2,2,2, , ,3,6,4,1,1,1,2, , , , , , , , , ,1,2, , ,2, , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,1,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,1,2,2,2,4,5,6,5,4,1,3,2,1,2,.649803588627718,.686036103266337,1.64223460158937
2009024436,12,9,4,2,2,8,2,3,1,2,1,6,2,2,1,6,1,1,1,4,3,2,2, , ,2, ,2,1,1,1,1,1,1,1,1,1,2,7,7,7,1,1,1,2, , , , , , , , , ,1,1,3,1,2,1,98,98,4,1,2,1,2,1, , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,2,2,1,2,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,6,5,6,6,98,3,98,98,98,2.5914161677231,.26161080428556,1.16480349711952
2009024437,41,5,3,2,4,10,2,3,1,2,1,6,2,2,1,1,3,1,5,5,2,2,2,2, ,1, ,1,2,2, ,1,1,1,1,2,2,2,3,5,5,1,1,1,1, , , , , , , , , ,1,1,3,1,2,1,98,98,2,2,2,1,2,2, , , , , , , , , , , , , , ,1,1,2,4,1,1, , ,2,98,3,2,7, , , , , , , ,1,2,2,2,2,2,2,2,1,1,1,1,3,6,6,3,6,1,98,4,1,2,.567899247177456,.316797942376855,.463339996997592
2009024438,9,5,3,2,5,11,2,3,2,4,3,1,2, ,1,6, , ,10,1,3,3,2, , ,2, ,2,1,2, ,2,2,2,2,2, , ,1,1,4,1,1,1,2, , , , , , , , , ,2,2, , ,2, , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,7, , , , , , , ,2, ,2,2,2,2,2,2,2,2,2,2, ,7,4,1,1,1,1,2,1,2,1.53906331746296,.196972246152878,1.65702957412569
2009024439,32,8,4,1,1,1,1,3,2,3,3,1,5, ,1,6, , ,3,6,3,2,2, , ,2, ,1,2,2, ,2,2,2,2,2, , ,5,7,6,1,1,1,2, , , , , , , , , ,2,2, , ,2, , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,2, , , , , , , , ,2,1,2,1,1,2,2,2,2,2, ,2,2,2,2,1,2,1,1,2,1,1,6,6,4,5,1,98,98,2,98,.533100178414473,.958898301118819,1.331388447211
