NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A50A,A3Ar_w,A50B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8_2021,AM21,X3,A9,A40,A10,A10A,A21_2015,A14,A41,A61,J1,J2,J3,J4,J40,J5,J6,J8,J9,J10,J20,J60_1,J60_2,J60_3,J60_4,J60_5,J60_6,J60_7,J60_90,J60_98,J60_99,J61,J62,J32,J33_40,J63,J64,J41_1,J41_2,J41_3,J42_1,J42_2,J43,J65,J66,B1,B2,B4,B41_1,B41_2,B60,B31,B42,B43,B61,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14A_1,B14A_60,EA_1,E7,E8,E20,E15_2015,E60,P60,P51,P61,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G35,G22_2015,G25_1,G25_2,G25_3,G25_4,G25_5,G60,G38,G23,H1,H30_3,M1_1,M4,M20,M21_1,M21_2_2015,M21_3,M21_4,M6,M7,M8,M31,M50,M9,M10,wgt_n2,wgt_d2,wgt_s3
2024027920,21,5,3,2,4,10,2,4,1,2,1,4,4,3,1,2,1,1,1,2,1,2,2,1,10,2,1,3,2,2,2, ,1,2,0,1,1,1,0,1,1,0,0,0,98,2,1,7,4,4,5,5,5,1,5,3,1,1,1,1,1,3,2,5,1,1,1,2,2, , ,1,1,2,2,1,2,2, , , , ,1,1,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,98,1,2,1,1,1,1,1,1,7,1,2,6,7,3, , , , ,1,2,2,4,1,1,2,1.0967971395,.7714591037,.916940048
2024027921,44,7,3,2,6,12,2,2,1,2,1,5,2,3,1,8,2,8,2,2,98,2,2,4,1,3,2,1,1, , ,2,2,3,0,1,0,0,0,0,0,0,0,0,1,2,5,4,98, ,3,4,3,3,2,2,2, ,1,2,2,1,1,7,3,3,3,2,2, , ,2, , , ,2,2,1,2,2, , ,1,2,2,3,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,4,3, , , , ,98,98,98,98,98,2,98,2.8656338158,2.8359944963,.9124050624
2024027922,34,5,3,2,2,8,2,5,2,3,3,6,1,3,1,3,1, ,1,2, ,4,1,3,1,2,2,2,2, ,2, ,2,1,0,1,0,0,0,0,0,0,0,0,1,2,4,7,4,2,5,5,5,2,5,2,2, ,1,1,2,1,3,5,3,1,2,2,2, , ,2, , , ,2,2,2, , , , ,2,2,2,3,2,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,3,1,2,2,5,1,2,5,2,3, , , , ,1,3,3,3,1,1,98,1.0925618094,1.3166834654,.8179603529
2024027923,34,5,3,1,5,5,2,4,5,1,3,1,3,3,1,2,1, ,1,2, ,3,2,7,7,1,3,1,1,2,2, ,2,1,1,0,0,0,0,0,0,0,0,0,2,2,3,6,3,2,1,1,1,4,1,4,2, ,2,1, ,3,3,7,2,1,2,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,3,2,1,2,2,1,1,2,6,4,1, , , , ,1,1,1,1,3,1,1,1.115529585,1.3243758542,.8208871714
2024027924,23,3,2,1,4,4,2,2,2,3,3,6,3,3,1,7,2, ,1,2, ,2,2,1,1,98,2,3,99, ,2, ,98,4, , , , , , , , , , ,2,2,2,4,4, ,98,5,3,2,4,3,2, ,1,2,2,3,3,4,2,2,3,2,2, , ,2, , , ,2,2,2, , , , ,2,1,2,3,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , ,2,3,3,2,1,2,1,7,1,2,4,1,3, , , , ,1,2,2,1,98,98,98,1.3512109162,.9386373828,.9719609987
2024027925,14,3,2,2,2,8,1,6,2,1,3,6,5,3,1,2,2, ,1, , ,1,2,4,8,3,2,1,2, ,2, ,2,3,0,1,0,0,0,0,0,0,0,0,1,2,5,7,4,2,2,4,5,1,4,2,98, ,1,1,1,2,3,5,1,2,3,2,1, ,2,2, , , ,2,2,1,1,2,2,1,1,2,2,3,1,1,2,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,6,1,2,2,3,3, , , , ,98,98,98,98,98,98,98,1.1490938808,1.0442690241,.6693326418
2024027926,34,5,3,1,3,3,2,4,1,2,1,6,3,3,1,2,1,2,1,2,1,3,2,9,10,1,3,2,2, ,1, ,1,4, , , , , , , , , , ,1,1,2,7,2,2,4,2,5,4,5,4,2, ,1,1,1,3,3,6,2,2,1,2,1,3,1,2,1,1,1,1,2,2, , , , ,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,1,2,5,5,5,3,1,1,7,1,2,7,7,2,1,1,2, ,1,3,1,2,1,1,2,1.0759889758,1.3545956734,.9171469769
2024027927,28,4,2,2,3,9,2,6,1,2,1,2,8,3,1,2,1,2,1, ,2,6,2,2,2,1,2,2,2,2,2, ,2,2,1,1,1,1,1,1,0,0,0,0,1,2,5,7,6,4,5,5,5,1,4,3,2, ,1,1,2,2,2,5,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,3,1,2,2,3,3,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,2,2,7,1,2,2,2,3, , , , ,98,98,98,98,98,98,98,.7344113604,.7640637082,1.4884611665
2024027928,36,3,2,1,3,3,2,3,2,4,3,6,2,3,1,5,2, ,1, , ,2,2,5,1,3,1,3,2, ,2, ,1,4, , , , , , , , , , ,1,2,3,7,4, ,5,5,4,1,5,1,98, ,1,2,2,2,2,4,3,1,3,2,2, , ,2, , , ,2,2,2, , , , ,1,1,2,3,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,2,1,2,7,7,3, , , , ,1,2,4,4,98,1,2,1.3512109162,1.1144696535,.8964290526
2024027929,19,7,3,1,2,2,2,4,2,2,2,2,2,3,1,7,1,1,1,2,98,2,1,5,5,3,2,2,2,2,2, ,2,2,0,0,1,1,0,1,0,0,0,0,2,2,3,4,5, ,3,3,2,3,3,3,2, ,1,2,2,2,3,7,2,1,2,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,2,1,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,1,2,1,3,1,2,1,2,2,4,1,2,4,6,3, , , , ,1,2,2,2,1,1,1,1.6289726344,.4874699643,1.0539790839
2024027930,33,2,1,2,5,11,2,5,2,1,3,6,4,3,1,2,2, ,1,2, ,1,2,2,1,1,2,2,2, ,2, ,2,4, , , , , , , , , , ,1,2,4,5,98, ,4,5,98,1,98,1,2, ,2,2, , , ,4,3,3,3,2,2, , ,2, , , , , ,2, , , , ,1,2,2,3,1,2,1,1,1,2,1,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,3,1,2,1,5,1,2,4,98,2,2,1,2, ,98,98,98,98,98,98,98,3.9849555001,1.5939838677,1.0654708398
2024027931,3,8,4,1,4,4,2,2,1,2,1,2,5,2,1,2,2,2,1,2,3,2,2,4,5,2,2,2,2,2,1, ,2,3,1,1,1,0,1,0,0,0,0,0,1,2,3,7,4,3,3,5,5,2,3,2,2, ,1,1,1,3,3,5,2,3,3,98,1,1,1,2,1,2,2,2,2,1,1,2,2,1,1,1,2,3,2,2,1,1,1,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,3,2,1,6,1,1,5,5,2,1, ,1,1,98,3,98,3,3,98,98,.8097184193,2.7452099066,1.0810644695
2024027932,25,6,3,2,2,8,2,6,4,1,3,1,5,3,1,2,2, ,1, , ,5,2,10,10,3,3,1,1,1,99, ,2,1,1,0,0,0,0,0,0,0,0,0,2,2,4,1,1, ,1,1,1,5,1,4,2, ,2,1, ,1,1,4,1,2,2,98,1, ,1,1,1,1,2,1,2,1,2,2, , ,2,2,2,2,99, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,99,99, , , , ,1,1,98,98,98,1,98,.609532323,.5009702188,.7496482617
2024027933,19,7,3,2,2,8,2,6,2,1,3,6,4,3,1,2,2, ,1, , ,2,2,1,1,2,2,1,2, ,2, ,2,4, , , , , , , , , , ,1,2,3,7,7,5,5,5,5,3,5,2,2, ,1,2,2,1,3,4,2,2,2,2,1, ,1,2,1,2,2,2,2,2, , , , ,1,2,2,3,2,2,1,1,2,2,2,1,2,1,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,2,7,1,1,4,3,3, , , , ,98,98,98,2,98,1,98,1.14871546,.3542330791,.65221595
2024027934,29,8,4,1,3,3,2,5,2,1,3,6,1,3,1,7,1, ,1,2, ,4,2,1,5,2,1,2,2, ,1, ,1,4, , , , , , , , , , ,2,2,2,6,7, ,2,4,5,1,5,1,1,1,1,1,2,3,2,6,2,2,3,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , ,2,3,1,4,1,2,1,7,2,1,3,7,2,2,1,1, ,98,98,98,98,98,2,98,.4211601952,.8119728271,.7870197728
2024027935,21,5,3,2,3,9,2,2,2,4,3,6,7,3,1,1,2, ,1,2, ,2,2,7,3,1,98,1,1, ,1, ,2,1,0,0,0,0,1,0,0,0,0,0,1,2,4,4,98, ,2,2,2,5,3,4,2, ,1,1,2,3,3,6,1,1,1,98,1, ,1,2,1,2,2,1,2,1,1,2,2,1,1,2,2,3,3,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,1,2,4,1,2,7,5,3, , , , ,98,98,4,98,98,98,98,1.1185519518,1.045202018,1.1897896808
2024027936,11,5,3,1,2,2,2,2,2,4,3,6,1,3,1,3,1, ,1,2, ,2,2,1,7,3,2,1,2, ,2, ,1,4, , , , , , , , , , ,1,2,3,7,4,4,5,5,5,3,3,4,1,1,1,2,2,1,3,6,1,1,2,1,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,1,1,2,1,1,2,2,2,98,0,0,0,0,0,1,0,0, , ,3,98,1,1,1,1,1,2,2,98,4,5,3, , , , ,2,98,98,98,3,98,98,2.4982523116,1.884885158,1.3581922957
2024027937,14,3,2,2,4,10,2,4,2,1,3,1,3,3,1,2,1, ,1,2, ,3,2,6,7,3,3,3,1,2,1, ,1,1,1,0,0,0,0,0,0,0,0,0,1,2,4,3,2,1,1,1,98,3,1,4,2, ,1,1,2,2,3,6,3,2,2,1,1, ,1,2,1,2,2,2,2,2, , , , ,1,2,2,3,2,2,1,2,2,2,1,2,2,1,0,0,0,0,0,0,0,1,2,2,1,1,1,1,2,2,2,1,2,7,5,2,1,2,1, ,1,3,1,3,98,1,98,1.377341498,1.2579965886,1.0394513581
2024027938,21,5,3,1,4,4,1,4,4,1,3,1,7,2,1,2,2, ,1,2, ,3,2,5,6,2,3,1,1,2,2, ,2,1,0,1,0,0,0,0,0,0,0,0,1,2,5,6,3,3,4,3,4,2,3,1,1,2,1,1,2,2,2,3,2,2,3,2,1, ,1,2,1,2,2,1,2,1,1,2,2,1,1,2,2,3,2,1,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,1,2,6,6,3, , , , ,1,3,2,3,98,1,2,1.0744834612,.8151738852,.8962211549
2024027939,33,2,1,2,3,9,2,7,3,1,3,6,6,3,1,2,2, ,1, , ,6,2,7,9,2,2,1,2, ,1, ,2,2,1,0,0,0,0,0,0,0,0,0,1,2,3,7,4,4,2,5,5,2,2,4,2, ,1,1,2,3,3,5,1,1,1,2,1, ,1,2,1,2,2,1,1,2, , , , ,2,2,2,3,5,2,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,2,5,1,2,3,6,3, , , , ,2,1,98,3,98,98,98,3.0830618867,1.165453665,.6685809626
2024027940,21,5,3,2,5,11,2,5,1,2,1,5,7,3,1,1,2,1,1,2,3,2,2,10,5,1,2,3,2, ,98, ,1,1,0,0,0,0,0,1,0,0,0,0,98,2,4,5,98, ,2,3,2,4,2,3,2, ,1,1,2,3,2,7,2,3,3,2,2, , ,2, , , ,2,2,1,1,2,98,3,98,2,2,3,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,1,5,2,2,4,5,98, , , , ,1,98,98,98,3,98,98,1.1889670035,.7856608136,1.1506987269
2024027941,22,1,1,2,2,8,2,2,2,4,3,1,1,3,1,2,2, ,1,1, ,2,2,98,10,2,1,1,98,98,1, ,98,1,0,0,0,0,0,1,0,0,0,0,98,98,98,7,4,4,4,5,5,1,3,99,99, ,99,98, , , ,7,98,99,99,99,99, , ,98, , , ,99,98,99, , , , ,99,98,99,2,98, , , , , , ,99,99,1,0,0,0,0,0,0,0,2,98,5,3,99,99,2,99,99,7,1,2,7,98,98, , , , ,3,3,98,1,1,98,98,.3848233391,2.3024578626,.7062419204
2024027942,33,2,1,1,3,3,2,5,1,2,1,2,5,2,1,2,2,2,1,2,1,2,2,7,8,1,2,1,1,1,2, ,2,1,1,0,0,0,0,0,0,0,0,0,1,2,4,4,4,2,2,2,2,3,2,3,2, ,1,2,2,2,3,5,3,2,3,1,1,1,2,2, , , ,1,2,1,1,2,2,1,2,2,2,3,2,1,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,3,1,2,6,6,3, , , , ,1,3,98,2,1,1,1,3.6062970413,1.4574785964,.9686970189
2024027943,21,5,3,2,3,9,1,6,1,2,1,2,7,3,1,4,2,2,1, ,2,3,2,5,3,2,2,1,98,1,2, ,2,2,1,1,0,0,0,0,0,0,0,0,1,2,4,6,2, ,2,3,3,3,2,2,2, ,1,1,2,3,3,5,1,2,3,2,1,2,98,1,1,2,2,2,2,1,1,2,2,1,2,1,1,3,3,2,1,1,1,2,2,2,2,0,1,0,0,0,0,0,0,2,2,1,1,1,1,1,2,2,7,1,2,3,3,3, , , , ,3,98,98,98,98,1,2,.9185873956,.7105512618,.8095293119
2024027944,19,7,3,2,2,8,2,1,2,2,2,2,1,3,1,7,1,7,1, ,1,1,1,9,8,3,2,2,2,2,2, ,2,2,0,1,0,0,0,0,0,0,0,0,2,2,3,4,3, ,3,3,3,3,3,3,2, ,2,2, , , ,4,2,2,2,2,2, , ,2, , , , , ,2, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,2,2,2,2,2,2,2,4,1,2,4,6,2,2, ,2, ,2,2,3,2,1,1,1,1.3696519071,.4387840297,.9901683257
2024027945,34,5,3,2,3,9,2,5,1,2,1,3,5,3,1,3,1,2,1,1,1,5,2,1,3,2,2,2,2,2,2, ,1,4, , , , , , , , , , ,1,2,2,6,6,3,4,4,3,2,4,2,2, ,1,2,1,3,3,4,2,2,3,98,1,2,98,2, , , ,2,2,2, , , , ,1,1,2,3,7, , , , , , ,1,1,1,1,0,0,0,0,0,0,1,98,1,1,1,3,1,1,1,7,1,2,4,3,98, , , , ,1,3,98,98,98,1,1,1.0967971395,1.3740030531,.8489274611
2024027946,21,5,3,1,3,3,2,4,2,2,2,4,6,3,1,2,1,7,1,2,3,4,1,3,6,2,2,3,2,2,2, ,1,3,0,0,1,0,1,1,0,0,0,0,1,2,4,2,6,5,2,3,2,3,3,3,2, ,1,2,2,2,3,5,3,1,2,2,1,3,1,1,1,2,2,1,1,2, , , , ,2,2,2,3,1,1,2,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,2,1,1,1,2,2,1,1,2,6,5,3, , , , ,1,3,1,3,3,1,2,1.0759889758,.760562476,.9173652212
2024027947,24,4,2,2,1,7,2,5,2,1,3,6,1,3,1,7,2, ,1,1, ,4,2,2,2,98,98,98,2, ,2, ,2,4, , , , , , , , , , ,2,2,2,4,1, ,4,3,3,2,2,2,2, ,2,1, ,1,3,4,1,1,3,2,2, , ,2, , , ,2,2,2, , , , ,2,1,2,3,1,2,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,5,2,2,5,4,3, , , , ,98,98,98,98,98,98,98,.4537014142,1.5667270469,.7665288054
2024027948,18,6,3,2,2,8,2,2,2,4,3,6,1,3,1,6,2, ,1,2, ,3,1,5,4,3,2,1,2, ,2, ,2,4, , , , , , , , , , ,2,2,3,4,1, ,2,2,2,3,2,98,2, ,2,2, , , ,4,3,3,3,98,2, , ,2, , , , , ,2, , , , ,2,2,2,3,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,1,2,4,4,3, , , , ,98,98,98,98,98,98,98,.7267657986,.8731542393,.9165083973
2024027949,23,3,2,1,5,5,2,4,4,1,3,5,3,2,1,8,2, ,2,2, ,3,2,9,1,1,3,1,2, , ,1,2,2,1,0,0,0,0,0,0,0,0,0,2,2,4,1,1, ,1,3,1,5,2,3,2, ,2,1, ,2,2,7,3,3,3,1,1, ,1,2,2,2,2,2,2,1,2,2, , ,2,2,2,3,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,6,3, , , , ,1,3,3,2,3,1,2,1.4008654239,.9315605074,.9524497026
2024027950,34,5,3,1,2,2,2,4,2,3,3,6,4,3,1,7,1, ,1,2, ,3,2,2,10,2,1,2,2, ,2, ,1,3,0,0,0,1,0,0,0,0,0,0,2,1,3,6,4, ,4,3,3,4,4,1,2, ,1,2,2,2,3,7,2,2,2,2,2, , ,2, , , ,2,98,2, , , , ,2,2,2,3,1,2,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,1,4,1,2,1,5,98,2,5,5,3, , , , ,1,1,98,4,2,98,1,1.2994201516,1.6306991366,1.3153892858
2024027951,19,7,3,2,2,8,2,4,2,1,3,6,5,3,1,2,2, ,1,2, ,5,2,1,5,3,2,2,2, ,2, ,1,3,0,0,0,0,0,1,0,0,0,0,2,2,2,7,7,4,3,5,5,2,5,3,2, ,1,1,1,3,3,3,2,3,2,2,98, , ,98, , , ,2,2,2, , , , ,1,2,2,1,1,2,1,1,2,2,2,1,2,1,0,0,0,0,0,0,0,4,1,1,3,1,1,2,1,1,7,2,2,3,3,3, , , , ,98,98,98,98,98,98,98,1.3696519071,.4387840297,.9901683257
2024027952,3,8,4,2,4,10,2,4,2,4,3,1,1,3,1,5,2, ,1, , ,2,1,3,1,3,3,3,2,2,98, ,2,98,0,0,0,0,0,0,0,0,1,0,2,2,4,7,3, ,4,4,98,3,3,3,1,2,2,2, , , ,5,3,3,3,98,2, , ,2, , , , , ,2, , , , ,2,2,2,3,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,2,1,1,1,1,1,2,2,4,1,2,7,7,3, , , , ,1,3,1,4,1,1,1,.8253772725,2.7888336893,1.0849899925
2024027953,37,7,3,2,2,8,2,2,2,1,3,6,3,1,2,2,1, ,1,1, ,2,2,10,10,2,2,1,1, ,2, ,1,2,1,0,0,0,0,0,0,0,0,0,1,1,5,7,3,3,5,5,5,3,5,3,1,2,1,1,1,3,2,7,2,1,1,1,1, ,1,1,1,2,1,1,2,2, , , , ,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4,1,2,2,3,2,2,1,1,7,1,1,7,7,2,1, ,2,2,1,1,1,1,3,1,1,1.3696519071,.3775859084,.8455553809
2024027954,7,1,1,2,3,9,2,6,1,2,1,3,3,2,1,3,2,2,1, ,3,5,1,5,1,2,2,2,2,1,1, ,1,3,0,0,0,1,0,0,0,0,0,0,1,2,5,4,7,5,1,5,4,2,4,3,2, ,1,2,2,3,2,7,2,1,2,1,2, , ,2, , , ,2,2,2, , , , ,1,1,2,2,1,1,2,1,2,1,1,1,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,1,2,1,1,1,7,4,3, , , , ,2,3,1,3,2,2,2,.6229176793,1.7737413601,.9697336289
2024027955,25,6,3,1,6,6,2,4,4,1,3,5,2,3,1,8,2, ,2,2, ,3,2,5,2,2,2,2,2, , ,2,2,98,0,0,0,0,0,0,0,0,1,0,2,2,4,4,1, ,3,3,98,2,1,98,2, ,2,2, , , ,5,3,3,3,2,2, , ,2, , , , , ,1,1,2,2,1,2,2,2,3,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,1,2,4,5,98, , , , ,98,98,98,98,98,98,98,.7420438302,.5304436237,1.0681188097
2024027956,21,5,3,2,2,8,2,3,4,1,3,4,1,3,1,5,2, ,1, , ,2,2,1,2,2,1,2,2,2,2, ,1,4, , , , , , , , , , ,1,1,1,7,7, ,5,5,5,1,5,2,1,98,2,2, , , ,6,1,1,3,1,2, , ,2, , , , , ,2, , , , ,1,1,2,3,7, , , , , , ,2,1,1,0,0,0,0,0,0,0,98,1,1,1,3,2,1,2,1,6,2,1,4,3,1, , , , ,98,98,1,98,1,1,98,1.0925618094,.7392759745,.8671418315
2024027957,34,5,3,2,5,11,2,7,4,3,3,6,4,3,1,7,1, ,1, , ,4,2,1,1,1,3,2,2, ,2, ,1,4, , , , , , , , , , ,98,2,4,6,4, ,4,4,1,3,98,2,98, ,1,2,2,99,99,6,3,2,99,2,2, , ,2, , , ,2,2,2, , , , ,2,99,2,3,7, , , , , , ,2,2,1,0,0,0,0,0,0,0,99,2,1,3,1,1,1,2,2,6,1,2,7,99,98, , , , ,98,98,98,98,98,1,98,.9971765609,1.2024776829,.8859817002
2024027958,19,7,3,2,3,9,2,6,4,1,3,1,6,2,1,2,1, ,1, , ,5,2,7,7,2,1,1,2,1,1, ,2,3,0,0,1,0,0,0,0,0,0,0,1,2,2,7,4,2,2,4,3,2,2,3,2, ,1,1,1,2,3,7,1,1,2,2,1, ,1,1,1,1,1,2,2,1,1,1,2,3,1,1,2,2,3,2,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,7,1,2,3,5,2,2,1,2,1,1,3,2,3,98,1,98,1.1531684704,.3510629456,.7130859426
2024027959,1,6,3,2,1,7,2,6,2,1,3,1,1,1,2,2,1, ,1, , ,5,1,10,9,2,3,2,1,1,1, ,1,3,0,0,1,1,1,0,0,0,0,0,1,1,4,7,4,4,5,4,5,5,4,4,2, ,1,1,1,3,2,6,2,1,2,1,1, ,2,2, , , ,1,1,2, , , , ,1,1,1,1,2,1,2,1,2,2,1,2,1,1,0,0,0,0,0,0,0,3,1,4,3,3,3,4,1,2,7,1,1,6,7,2,2,1,2,2,2,2,1,3,3,1,1,.609532323,.8705956127,.7895161295
2024027960,21,5,3,1,4,4,2,6,1,2,1,2,10,3,1,2,2,3,1, ,2,5,99,7,2,1,3,1,1,1,1, ,2,1,1,1,0,1,1,0,1,0,0,0,2,2,5,1,2,1,1,1,1,3,1,4,2, ,1,1,2,2,3,2,1,2,3,2,2, , ,1,1,2,2,1,2,1,1,2,2,1,2,1,2,2,3,1,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,1,2,1,1,2,7,6,2,2,2,1, ,1,3,2,3,1,1,2,1.7349892232,.7588916055,1.3573153797
2024027961,8,5,3,1,5,5,2,4,4,1,3,6,6,2,1,2,1, ,1,2, ,5,2,6,7,1,3,1,2, ,1, ,2,1,1,1,0,0,0,0,0,0,0,0,2,2,4,4,1, ,2,2,3,3,2,3,1,1,1,2,2,2,3,4,3,98,1,2,1, ,2,2, , , ,2,2,1,1,2,1,1,2,2,2,3,3,2,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,1,2,7,4,3, , , , ,98,98,98,98,98,1,98,1.115529585,.1291771133,.9240198711
2024027962,1,6,3,2,1,7,2,4,2,3,3,5,1,3,1,3,1, ,1,1, ,3,2,1,1,2,1,3,1, ,1, ,1,2,0,0,0,0,0,1,1,0,0,0,1,2,4,7,6,4,5,5,5,2,5,3,2, ,1,1,1,1,3,6,1,1,3,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,2,2,2,1,2,2,2,2,1,1,0,0,0,0,0,0,0,98,1,1,2,1,5,1,1,1,3,1,1,5,7,3, , , , ,1,2,1,2,3,1,1,.7267657986,.997612187,.9280924632
2024027963,15,3,2,1,2,2,2,2,2,1,3,6,3,3,1,2,2, ,1,2, ,2,2,9,10,3,2,1,1, ,2, ,1,2,1,0,0,0,0,1,0,0,0,0,1,2,3,6,4,4,5,4,4,3,4,4,2, ,1,2,2,2,3,6,2,1,2,2,1, ,2,2, , , ,2,2,1,2,2, , ,2,2,2,2,1,2,1,2,2,1,2,2,2,1,0,0,0,0,0,0,0,2,98,3,2,2,1,1,2,2,6,2,2,5,6,3, , , , ,2,2,1,2,1,2,1,1.6317924562,.7828494319,1.0256461898
2024027964,41,5,3,2,2,8,2,2,2,1,3,1,1,3,1,1,2, ,1,2, ,2,2,5,10,1,3,98,2,2,2, ,2,4, , , , , , , , , , ,2,1,3,5,2,98,4,4,3,3,3,2,98, ,1,2,1,2,98,5,2,2,3,2,1, ,2,2, , , ,2,2,2, , , , ,1,1,98,3,1,1,2,98,2,1,2,2,2,0,0,0,0,0,0,1,0, , ,1,1,1,1,2,1,2,3,1,2,4,6,1, , , , ,2,2,4,1,2,1,2,1.0925618094,.6592594645,1.1920420013
2024027965,9,5,3,1,2,2,2,3,2,4,3,1,1,3,1,7,2, ,1,2, ,2,2,1,5,98,1,98,2,2,2, ,2,3,0,0,0,0,0,0,1,0,0,0,98,2,3,5,1, ,5,5,5,1,3,3,98, ,2,2, , , ,4,1,1,2,98,2, , ,2, , , , , ,2, , , , ,2,2,2,3,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,5,1,2,1,6,1,1,4,4,3, , , , ,1,1,4,3,98,98,98,1.2994201516,.11051838,1.5908844145
2024027966,29,8,4,2,2,8,2,2,2,1,3,5,3,3,1,2,2, ,1,2, ,2,2,1,1,3,2,2,2, ,1, ,2,4, , , , , , , , , , ,1,2,3,7,4,1,5,5,5,2,5,1,2, ,1,1,2,1,3,5,1,1,2,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,2,2,1,1,1,2,1,2,2,0,0,0,0,0,1,0,0, , ,1,5,1,2,1,1,2,3,1,1,5,4,1, , , , ,2,2,1,3,98,2,98,.8221900421,1.1951517634,1.2388199189
2024027967,15,3,2,2,6,12,2,4,4,1,3,5,3,3,1,8,2, ,2,2, ,3,2,7,5,1,3,1,1, , ,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2,5,2,2, ,1,5,1,5,2,3,2, ,1,1,2,3,1,7,2,3,3,98,2, , ,2, , , ,2,2,1,2,2, , ,1,2,2,3,1,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,2,1,2,7,6,3, , , , ,2,3,4,2,1,1,98,1.4930870393,.6847636433,.874587935
2024027968,31,2,1,2,1,7,2,1,1,2,1,1,1,3,1,7,2,7,1, ,98,98,2,6,6,98,3,98,98,98,2, ,98,98,0,0,0,0,0,0,0,0,1,0,98,98,98,4,98, ,98,98,98,98,98,98,98, ,98,98, , , ,4,98,98,98,98,98, , ,98, , , ,98,98,98, , , , ,98,98,98,98,98, , , , , , ,98,98,0,0,0,0,0,0,1,0, , ,98,98,98,98,98,98,98,4,98,98,4,98,98, , , , ,98,98,98,98,98,98,98,3.6618427413,.6765477641,1.2964186845
