NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A50A,A3Ar_w,A50B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8_2021,AM21,X3,A9,A40,A10,A10A,A21_2015,A14,A41,A61,J1,J2,J3,J4,J40,J5,J6,J8,J9,J10,J20,J60_1,J60_2,J60_3,J60_4,J60_5,J60_6,J60_7,J60_90,J60_98,J60_99,J61,J62,J32,J33_40,J63,J64,J41_1,J41_2,J41_3,J42_1,J42_2,J43,J65,J66,B1,B2,B4,B41_1,B41_2,B60,B31,B42,B43,B61,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14A_1,B14A_60,EA_1,E7,E8,E20,E15_2015,E60,P60,P51,P61,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G35,G22_2015,G25_1,G25_2,G25_3,G25_4,G25_5,G60,G38,G23,H1,H30_3,M1_1,M4,M20,M21_1,M21_2_2015,M21_3,M21_4,M6,M7,M8,M31,M50,M9,M10,wgt_n2,wgt_d2,wgt_s3
2024015099,43,6,3,1,6,6,1,7,5,1,3,5,3,3,1,3,2, ,1, , ,3,2,3,8,2,3,2,2, ,1, ,2,1,1,1,0,0,0,1,0,0,0,0,1,1,5,3,3,1,2,2,2,3,2,3,1,2,1,1,1,2,1,6,3,3,3,98,1, ,1,1,2,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,1,2,6,1,2,6,6,3, , , , ,1,3,2,2,1,1,2,.6214750977,1.2183559431,.7855846029
2024015100,3,8,4,2,4,10,1,5,1,2,1,1,8,3,1,2,2,2,1,2,1,3,2,8,6,1,3,1,1,1,1, ,2,1,1,0,0,0,0,0,0,0,0,0,2,2,5,1,2,1,1,1,1,5,1,4,2, ,1,1,2,3,2,7,3,3,3,2,1,3,1,1,1,2,2,1,2,1,2,2, , ,2,1,2,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,6,2,2,1,1, ,1,3,2,4,3,1,2,.428704181,2.1609226097,1.0477360512
2024015101,36,3,2,1,5,5,2,5,4,1,3,6,4,3,1,8,2, ,2,2, ,4,2,2,3,2,1,1,2, , ,2,1,4, , , , , , , , , , ,1,2,2,7,4, ,5,5,5,1,4,1,1,1,1,2,2,1,3,3,3,2,3,2,1, ,2,2, , , ,2,2,2, , , , ,2,2,2,2,7, , , , , , ,1,1,0,0,0,0,0,1,0,0, , ,1,1,1,5,1,1,1,7,1,1,1,1,2,1,2,2, ,2,3,3,3,3,1,2,1.4008654239,1.1060670872,.7294391056
2024015102,24,4,2,1,5,5,1,2,1,2,1,5,8,3,1,8,2,2,2,2,1,2,2,8,6,1,2,1,1, , ,1,2,2,0,1,0,0,0,0,0,0,0,0,1,2,5,7,3, ,5,3,5,3,4,3,1,2,1,1,2,3,2,5,3,2,3,98,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,3,2,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,5,1,2,7,6,3, , , , ,1,3,2,2,1,1,2,.4625909407,1.7553362775,.9152201923
2024015103,41,5,3,1,5,5,2,6,2,1,3,6,4,3,1,1,2, ,1, , ,5,1,7,7,3,3,1,1, ,1, ,2,2,1,0,0,0,0,0,0,0,0,0,1,2,5,4,3,1,3,3,3,3,3,3,2, ,1,2,98,2,2,6,1,2,3,1,1, ,1,2,1,2,2,2,2,1,2,2, , ,2,2,2,3,2,1,2,1,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,1,2,1,1,2,6,7,3, , , , ,1,3,3,2,1,1,98,1.4415298425,.8057555668,.9522543792
2024015104,32,8,4,2,5,11,1,5,1,2,1,5,7,3,1,4,1,2,1,2,3,5,2,6,2,2,2,2,1, ,2, ,2,1,1,0,0,0,0,0,0,0,0,0,1,2,5,7,7, ,2,3,1,3,3,3,1,2,1,1,2,3,2,6,2,3,3,2,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,3,3,2,2,1,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,7,1,1,6,5,3, , , , ,1,3,2,3,2,1,2,.4647305387,.6592235727,.8533042312
2024015105,43,6,3,1,6,6,1,2,1,2,1,5,6,2,1,8,2,8,2,2,3,3,2,7,1,1,3,1,1, , ,1,2,1,1,0,0,0,0,0,0,0,0,0,2,2,5,2,1, ,1,1,1,5,1,3,2, ,1,1,2,1,1,4,3,3,3,2,1,1,2,2, , , ,2,2,1,1,2,2,1,2,2,2,3,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,1,2,6,4,3, , , , ,1,3,98,98,98,1,98,.7410055688,1.3961094213,.9098556295
2024015106,50,3,2,2,5,11,1,7,1,2,1,5,8,3,1,2,2,8,1, ,1,6,2,3,5,3,3,1,2, ,1, ,2,3,0,1,0,1,0,1,0,0,0,0,1,2,3,7,4,98,1,4,3,3,3,3,2, ,1,1,2,3,3,6,2,3,2,2,1,3,2,1,1,1,2,2,2,1,1,2,2,1,1,1,2,1,5,2,1,1,1,2,2,1,2,1,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,2,7,1,2,4,4,3, , , , ,1,2,98,4,98,1,2,1.2504873377,.560678644,.9843963708
2024015107,45,8,4,2,2,8,1,5,1,2,1,2,7,3,1,2,2,2,1,2,1,2,2,7,3,1,3,1,1,2,1, ,2,1,1,0,0,0,0,0,0,0,0,0,1,2,5,5,3,2,2,2,2,5,3,3,2, ,1,1,2,1,3,6,3,1,3,2,1,3,98,2, , , ,2,2,1,1,2,2,1,1,2,2,3,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,2,1,1,1,1,2,2,1,1,2,7,5,2,1,2,2, ,98,3,98,98,3,1,2,.4270487211,.9766374633,.9764277157
2024015108,3,8,4,2,6,12,1,4,5,1,3,5,4,3,1,8,2, ,2,2, ,3,2,5,1,3,2,2,1, , ,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2,4,4,98, ,2,3,2,3,3,3,2, ,1,1,2,3,2,7,3,3,3,98,1, ,2,1,2,2,2,2,2,1,2,2, , ,1,2,2,3,3,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,1,2,5,5,3, , , , ,1,3,2,2,2,1,2,.4647305387,2.3572914414,1.0830396782
2024015109,41,5,3,1,6,6,1,6,1,2,1,5,5,2,1,8,2,8,2, ,3,3,2,9,3,3,3,1,1, , ,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,5,4,2, ,1,1,2,5,2,4,2, ,1,1,2,2,3,4,1,1,3,2,1,3,1,1,2,2,2,1,2,1,2,2, , ,2,1,2,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,4,4,3, , , , ,99,99,99,99,99,99,99,.9342761568,.6107574207,.6657123658
2024015110,34,5,3,2,4,10,1,7,1,2,1,2,6,99,1,4,2,4,1, ,3,2,2,5,5,2,2,2,2,1,2, ,2,3,1,0,0,0,0,0,0,0,0,0,1,2,5,7,3, ,3,2,2,2,3,3,2, ,1,1,2,2,3,6,2,2,2,1,1,2,98,2, , , ,1,2,1,1,2,2,1,1,1,1,2,3,2,1,1,2,2,2,1,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,6,1,2,5,6,1, , , , ,1,2,1,2,2,1,1,.9185873956,1.2655234716,.9387498357
2024015111,15,3,2,2,6,12,2,3,5,1,3,6,1,3,1,8,2, ,2,2, ,2,2,1,1,1,1,1,2, , ,1,2,3,0,1,1,0,0,0,1,0,0,0,1,2,4,7,6, ,4,4,5,3,3,3,2, ,1,2,2,1,2,4,3,3,3,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,3,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,1,2,1,1,2,2,4,3, , , , ,98,3,98,98,1,1,98,2.8705943515,1.0790767845,1.3843932062
2024015112,50,3,2,1,5,5,1,7,2,1,3,6,8,3,1,2,2, ,1, , ,6,2,9,5,1,3,1,1, ,1, ,2,1,1,0,0,0,0,0,0,0,0,0,2,2,5,2,7,3,2,1,2,5,2,3,2, ,1,1,2,2,3,4,3,3,3,2,1, ,1,1,1,2,2,1,2,2, , , , ,2,1,2,1,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,6,3, , , , ,1,3,2,2,1,1,2,1.1732500707,.503273602,.7465313706
2024015113,24,4,2,2,3,9,1,5,1,2,1,1,7,3,1,2,2,2,1,2,1,4,2,4,5,2,2,1,2,2,1, ,2,2,0,1,1,0,0,0,0,0,0,0,1,2,5,7,6,5,5,4,5,2,3,2,2, ,1,1,1,3,3,3,1,2,3,98,1,2,98,2, , , ,2,2,1,1,2,2,1,1,2,2,3,3,2,1,1,1,2,2,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,6,1,1,2,4,3, , , , ,1,98,2,3,2,1,98,.4548229176,1.9121676642,1.0384458061
2024015114,28,4,2,2,6,12,1,4,1,2,1,5,5,3,1,8,2,8,2,2,3,3,2,5,1,2,99,1,1, , ,2,2,2,1,0,0,0,0,0,0,0,0,0,1,2,5,4,98, ,1,3,3,2,98,2,2, ,1,1,2,1,1,5,3,3,3,2,1,1,1,2,2,2,2,2,2,1,2,2, , ,2,2,2,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,5,5,3, , , , ,1,1,4,98,98,98,98,.4930441756,.6413970276,.9786443498
2024015115,50,3,2,2,5,11,1,4,1,2,1,5,5,3,1,8,2,8,2,2,1,2,2,7,1,3,3,1,1, , ,1,2,1,1,1,0,0,0,0,1,0,0,0,1,2,5,5,7, ,3,2,5,3,5,3,2, ,1,1,2,3,2,5,3,2,1,2,2, , ,1,2,2,2,2,2,1,2,2, , ,2,2,2,3,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,1,7,6,3, , , , ,1,3,98,2,2,1,98,1.4909979247,.6853634621,1.0117252698
2024015116,37,7,3,2,5,11,2,4,1,2,1,5,1,3,1,8,2,6,2,2,1,5,2,3,2,3,1,1,2, , ,2,2,4, , , , , , , , , , ,1,2,5,4,5, ,3,4,4,1,4,2,2, ,1,1,2,3,1,6,3,3,3,2,1,2,2,2, , , ,2,2,1,2,2, , ,2,2,2,3,2,2,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,2,1,1,2,1,2,2,1,2,2,6,6,2,2,1,1, ,98,98,1,3,98,1,2,1.5200708962,.3766137309,1.1606126458
2024015117,1,6,3,1,6,6,1,6,1,2,1,5,5,3,1,8,1,8,2, ,2,2,2,8,1,3,3,1,1, , ,2,2,1,1,0,0,0,0,0,0,0,0,0,2,2,5,2,98, ,1,1,1,5,1,1,2, ,1,1,2,3,1,7,3,3,3,2,2, , ,1,1,2,2,1,2,1,2,2, , ,2,2,2,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,4,1,1,2,2,1,1,2,6,6,2,2,1,2, ,3,2,2,4,3,98,98,.6214750977,.86446473,.8456917761
2024015118,4,7,3,2,3,9,1,5,2,2,2,6,6,3,1,2,2,2,1,2,3,4,2,7,7,1,3,98,1, ,1, ,2,1,1,1,0,0,0,0,0,0,0,0,1,2,5,6,5,4,2,2,3,5,2,4,2, ,1,1,2,2,3,4,3,3,3,2,1,3,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,3,2,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,6,3, , , , ,1,98,3,98,98,98,2,1.3730375464,.312107499,1.0791485937
2024015119,43,6,3,2,6,12,1,4,2,4,3,2,3,3,1,8,2, ,2,2, ,2,2,1,3,2,2,2,2,2, ,1,1,4, , , , , , , , , , ,1,2,2,7,4, ,4,3,5,2,5,2,2, ,1,2,1,3,1,2,3,2,3,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,1,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , ,2,5,4,5,1,2,1,5,1,2,6,5,3, , , , ,1,3,4,2,1,1,98,.7897873643,1.535543742,1.0541970682
2024015120,11,5,3,2,6,12,1,4,2,1,3,6,2,3,1,8,2, ,2,2, ,5,2,1,2,2,2,1,2, , ,2,1,4, , , , , , , , , , ,1,2,4,7,98, ,5,5,5,1,5,2,98, ,1,1,2,3,1,4,3,3,3,98,1, ,2,2, , , ,2,2,1,1,2,2,1,1,2,2,3,2,2,1,1,2,2,2,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,6,1,1,7,6,3, , , , ,2,3,98,2,98,1,2,1.1873034111,1.4929958061,1.1251333842
2024015121,37,7,3,1,3,3,2,6,1,2,1,2,7,3,1,2,2,2,1, ,3,5,2,8,7,3,3,2,1,2,2, ,2,1,1,1,0,0,0,0,0,0,0,0,2,1,4,4,3,2,2,2,3,4,3,4,2, ,1,1,1,1,3,4,1,1,3,2,1,1,98,2, , , ,2,2,1,1,2,2,1,2,2,2,3,1,2,2,1,2,2,2,1,1,1,0,0,0,0,0,0,0,1,98,1,3,1,3,1,2,2,6,1,2,4,6,2,1,1,2, ,1,3,1,98,1,1,98,1.1312908438,.3130490358,.6698053679
2024015122,48,9,4,1,6,6,1,7,1,2,1,5,7,3,1,8,2,8,2, ,1,3,2,7,7,3,3,1,1, , ,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2,5,2,3, ,2,2,2,4,2,3,2, ,1,1,2,3,1,4,3,3,3,98,1,1,2,1,2,2,2,1,2,1,2,2, , ,1,2,2,1,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,5,3, , , , ,1,3,98,2,1,1,98,1.1730678831,.6141275892,.7705162036
2024015123,38,9,4,2,6,12,1,6,5,1,3,5,4,3,1,8,2, ,2, , ,5,2,10,4,1,3,3,1, , ,2,2,1,1,0,0,0,0,0,0,0,0,0,2,2,5,3,2, ,2,2,2,5,1,4,2, ,1,1,2,3,1,7,3,3,3,2,1, ,98,1,2,2,2,1,2,2, , , , ,2,1,2,3,1,1,2,2,2,2,2,2,98,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,5,98, , , , ,1,3,98,98,98,98,98,1.2502931564,.3361877196,.8878286236
2024015124,14,3,2,1,3,3,1,6,2,1,3,1,8,2,1,2,1, ,1, , ,6,2,7,8,1,3,2,1,1,1, ,1,2,1,0,0,0,1,0,1,0,0,0,1,2,5,7,4,3,5,5,5,5,4,4,1,1,1,1,2,3,3,7,1,1,2,1,1, ,1,1,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,2,1,2,1,2,1,1,2,1,1,2,4,5,2,1,2,1,2,2,1,1,2,1,1,1,1.1316635245,1.0228308605,.7351914388
2024015125,4,7,3,2,3,9,1,6,1,2,1,1,6,3,1,2,1,2,1, ,1,5,2,1,1,2,2,1,1,1,2, ,1,4, , , , , , , , , , ,1,1,2,7,6,5,5,5,5,2,5,1,98, ,1,1,1,2,2,2,3,2,2,2,2, , ,2, , , ,2,2,1,1,1,2,1,2,1,2,3,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,7,1,1,2,1,1, , , , ,98,98,2,4,2,1,98,1.151554967,.2519663271,.7858087916
2024015126,45,8,4,2,5,11,1,5,1,2,1,1,5,3,1,4,2,2,1,2,3,98,2,5,6,2,2,1,2,1,2, ,2,4, , , , , , , , , , ,1,2,4,6,3, ,4,4,4,2,4,2,2, ,1,1,2,2,3,6,3,2,1,98,1,2,98,1,1,2,2,1,2,1,2,2, , ,2,1,1,1,3,2,1,1,2,2,2,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,6,1,2,5,4,98, , , , ,1,98,98,98,98,1,98,.4647305387,1.0716098737,1.0215602308
2024015127,36,3,2,2,3,9,2,7,2,1,3,6,4,3,1,1,1, ,1, , ,5,2,4,6,3,2,2,1, ,2, ,2,1,1,1,1,1,0,1,1,0,0,0,1,2,5,5,4,3,4,3,4,2,3,3,2, ,1,1,1,3,3,5,2,1,3,2,1, ,98,2, , , ,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,2,5,2,1,7,5,3, , , , ,1,3,98,2,1,1,98,1.1780771783,1.2972857948,2.2054737791
2024015128,50,3,2,1,5,5,1,7,1,2,1,5,7,3,1,2,2,2,1, ,3,6,2,5,5,3,3,1,99, ,2, ,2,2,1,0,0,0,0,0,0,0,0,0,2,2,5,4,3,1,3,3,3,3,3,3,98, ,1,1,2,2,2,4,99,3,3,2,99, , ,99, , , ,2,2,2, , , , ,2,2,2,3,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,2,1,2,6,4,98, , , , ,1,3,1,2,1,1,98,1.1732500707,.503273602,.7465313706
2024015129,13,8,4,1,5,5,1,6,1,2,1,2,5,3,1,2,2,8,1, ,1,5,2,8,3,3,3,1,1,2,1, ,2,1,1,0,0,0,0,0,0,0,0,0,1,2,5,5,2,1,2,2,3,3,5,4,2, ,1,1,2,3,2,5,3,2,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,3,1,2,6,6,1, , , , ,1,3,2,2,1,1,2,.3656914127,.5180519792,.7004287367
2024015130,47,5,3,1,6,6,1,6,4,1,3,6,4,3,1,8,2, ,2, , ,5,2,4,5,3,3,1,2, , ,1,2,3,0,1,0,1,0,0,0,0,0,0,1,2,3,4,3, ,2,2,2,4,3,3,2, ,1,1,2,3,98,6,3,3,3,1,2, , ,1,2,2,2,2,2,2, , , , ,2,2,2,3,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,1,2,1,2,6,6,3, , , , ,1,3,98,3,2,1,2,.9342761568,.9802976803,.7619652991
2024015131,28,4,2,1,6,6,1,2,1,2,1,6,3,2,1,8,2,8,2,2,1,2,2,4,1,3,2,1,2, , ,2,2,4, , , , , , , , , , ,1,2,2,6,4, ,4,4,4,1,4,2,2, ,1,2,1,3,3,7,1,3,3,2,2, , ,2, , , ,2,2,1,1,2,2,3,1,2,2,3,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,7,1,2,5,3,3, , , , ,1,3,1,3,3,1,2,.4625909407,.5804752906,.8827295857
2024015132,1,6,3,2,6,12,1,3,4,1,3,5,2,3,1,8,2, ,2,2, ,2,2,7,1,3,3,1,1, , ,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2,5,2,1, ,4,2,5,3,1,98,1,2,1,2,2,3,1,7,3,3,3,2,2, , ,2, , , ,2,2,1,2,2, , ,2,2,2,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,98,3, , , , ,1,3,98,98,98,1,98,.7897873643,1.0895201963,1.0676131087
2024015133,3,8,4,1,6,6,1,6,2,1,3,6,2,99,1,8,2, ,2, , ,5,2,5,2,3,3,1,1, , ,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2,5,4,2, ,3,3,5,2,1,2,2, ,1,1,2,3,1,4,3,3,3,98,2, , ,2, , , ,1,2,2, , , , ,1,1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,4,3, , , , ,1,3,98,2,1,1,98,.3656914127,1.878501538,.89306816
2024015134,47,5,3,2,3,9,1,4,2,4,3,6,4,3,1,2,2, ,1,2, ,5,2,6,6,3,2,1,1, ,98, ,2,2,1,0,0,0,0,0,0,0,0,0,1,2,5,5,5,3,5,3,4,3,3,3,2, ,1,1,2,99,99,4,2,1,2,98,1, ,1,2,1,2,2,1,2,99, , , , ,1,2,1,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,5,1,99,5,5,3, , , , ,2,98,98,98,1,1,98,1.0952625103,1.1834973106,1.0628771339
2024015135,50,3,2,1,6,6,1,6,1,2,1,5,4,3,1,8,2,8,2, ,1,2,2,7,7,3,3,1,1, , ,1,2,2,1,0,0,0,0,0,0,0,0,0,2,2,5,2,2, ,1,2,3,2,2,3,2, ,1,1,2,98,1,5,3,3,3,98,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,98,2,3,1,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,6,5,98, , , , ,1,3,2,2,98,1,2,1.1732500707,.503273602,.7465313706
2024015136,7,1,1,2,6,12,1,2,2,1,3,6,2,3,1,8,2, ,2,2, ,2,2,1,1,3,2,1,2, , ,1,2,4, , , , , , , , , , ,1,2,2,7,4, ,3,5,4,2,4,1,2, ,1,2,2,2,3,7,2,2,2,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,1,3,1,2,6,3,3, , , , ,3,3,98,2,98,1,2,.4181933317,1.4570350821,1.0209429599
2024015137,19,7,3,2,6,12,2,6,4,4,3,5,7,3,1,2,1, ,1, , ,2,2,6,5,1,3,2,1, ,2, ,2,1,1,0,0,0,0,0,0,0,0,0,2,1,5,2,4,1,1,2,3,4,3,4,2, ,1,1,2,3,3,7,2,1,3,98,1, ,2,2, , , ,1,2,1,1,2,2,1,1,2,2,3,2,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,5,3, , , , ,1,3,1,3,1,1,2,1.2500755258,.3457204488,.7213430605
2024015138,14,3,2,1,6,6,1,1,1,2,1,5,5,3,1,3,2,3,1, ,3,2,2,4,1,1,3,1,1, ,2, ,2,1,1,1,0,0,0,0,0,0,0,0,1,2,4,3,2,1,2,2,5,3,2,2,2, ,1,1,2,3,1,1,3,3,3,2,2, , ,2, , , ,2,2,1,1,2,2,1,2,2,2,3,1,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,3,2,2,6,5,3, , , , ,2,2,1,4,1,1,1,1.398905345,1.2408634097,1.1854198182
2024015139,20,1,1,2,5,11,1,6,4,1,3,6,2,3,1,6,2, ,1, , ,5,2,1,1,2,2,1,2, ,2, ,2,2,0,1,1,0,0,0,0,0,0,0,1,2,3,7,3, ,5,5,5,2,5,2,2, ,1,2,2,1,3,7,3,2,3,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,1,3,2,1,1,1,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,4,5,98, , , , ,1,3,98,98,2,1,2,.3507352072,.4969775366,.8571346763
2024015140,40,1,1,1,2,2,1,2,2,4,3,4,5,2,1,2,2, ,1,2, ,98,2,1,1,2,1,1,2,2,2, ,1,4, , , , , , , , , , ,1,2,3,7,7,5,5,3,4,1,5,2,2, ,1,2,1,2,3,2,1,2,2,1,1, ,2,2, , , ,2,2,2, , , , ,2,1,2,3,3,2,1,1,1,2,2,1,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,7,1,2,2,2,3, , , , ,98,98,98,98,98,1,98,.4570428287,.5271985908,1.2805662573
2024015141,24,4,2,1,6,6,1,7,1,2,1,5,5,3,1,8,2,8,2, ,1,6,2,7,3,2,2,3,1, , ,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,5,6,4, ,2,3,4,2,4,2,2, ,1,1,2,3,2,2,3,3,3,1,1,3,1,1,2,2,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,2,2,2,5,1,2,6,4,2,2,1,2, ,1,3,2,3,1,1,2,.387971106,1.4987502363,.8043090997
2024015142,11,5,3,1,5,5,1,6,1,2,1,5,7,3,1,2,2,2,1, ,1,5,2,6,9,3,3,2,1, ,1, ,2,1,1,1,0,0,1,0,0,0,0,0,1,2,3,5,98, ,3,3,2,3,2,3,2, ,1,1,2,3,2,3,3,3,2,2,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,3,3,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,1,2,4,5,3, , , , ,1,1,98,3,1,1,2,.9342761568,1.2143030988,.8448576233
2024015143,13,8,4,2,4,10,1,6,4,4,3,5,8,2,1,2,2, ,1, , ,4,2,1,8,2,1,3,2, ,2, ,1,4, , , , , , , , , , ,1,2,1,7,7,1,5,5,5,1,5,1,1,1,1,1,1,2,3,5,2,2,3,98,1, ,1,2,2,2,1,2,2,2, , , , ,1,2,2,3,4,2,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,1,2,1,5,1,1,1,1,1,7,1,1,1,4,3, , , , ,2,3,2,2,1,1,2,.3595505675,.510711136,.6461816884
2024015144,32,8,4,2,6,12,2,6,2,1,3,6,3,3,1,8,2, ,2, , ,2,2,3,1,3,2,1,2, , ,2,2,4, , , , , , , , , , ,1,2,2,7,3, ,3,4,3,3,5,1,2, ,1,2,2,2,2,4,3,3,3,2,1, ,2,2, , , ,2,2,2, , , , ,1,2,2,1,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,7,1,2,7,4,3, , , , ,1,98,98,3,3,98,98,.3980534653,.6181880544,1.1900563399
2024015145,12,9,4,2,5,11,2,4,4,1,3,5,4,3,1,2,2, ,1,2, ,3,2,6,7,3,3,2,2, ,1, ,2,3,0,1,0,0,0,0,0,0,0,0,1,2,5,5,2,1,4,4,3,3,2,3,2, ,1,1,2,1,3,6,3,3,2,98,1, ,1,1,1,2,2,2,2,2, , , , ,1,2,2,3,2,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,5,1,2,7,5,3, , , , ,1,3,98,98,2,1,98,2.300159575,.1765395306,1.0301202989
2024015146,1,6,3,1,5,5,1,5,1,2,1,2,9,3,1,2,2,2,1,2,1,2,2,9,5,1,3,1,1,2,1, ,2,1,1,0,0,0,0,0,0,0,0,0,2,2,5,2,1, ,2,1,2,5,2,4,2, ,1,1,2,3,3,4,2,2,2,98,1,3,1,1,1,2,2,1,2,1,2,1,2, ,2,2,2,3,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,6,3, , , , ,1,3,2,3,1,1,2,.7410055688,.9905868319,.9941280921
2024015147,40,1,1,2,4,10,2,2,2,4,3,6,1,3,1,3,1, ,1,2, ,2,1,8,1,3,3,3,1, ,2, ,2,2,1,0,0,0,0,0,0,0,0,0,1,1,98,4,98, ,1,2,2,5,1,4,2, ,1,2,2,2,3,7,2,1,2,98,2, , ,2, , , ,2,2,2, , , , ,1,2,2,2,99, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,1,2,1,1,2,4,4,3, , , , ,2,98,98,98,99,98,98,.7427256071,.6679851173,1.6543202299
