NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5_2012,A6,A7,A7A,A11,A8,AM21,AM22,X3,X4,AM8,A9,A10,A10A,A21,A22,A14,J1,J2,J3,J4,J5,J6,J8,J9,J10,J20,J11,J12,K_1,K_2,K_3,K_4,K_5,B20_1,B20_2,B20_3,B20_4,B11A,B21,B22_1,B22_2,B22_3,B22_4,B22_5,B22_6,B22_7,B22_8,B1,B2,B4,B23,B14,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,D20_1,D20_2,D20_3,D20_4,D20_5,D20_6,D20_7,EA_1,EA_2A,E4A,E5_2012,E7,E8,E20,E15,E16,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G21,G22,G4,G25_1,G25_2,G25_3,G25_4,G25_5,G23,H1,H3,M1_1,M1_2,M4,M20,M21_1,M21_2,M21_3,M21_4,M22,M6,M7,M8,M9,M10,wgt_n2,wgt_d2,wgt_s3
2012010041,10,5,3,2,6,12,1,4,1,2,1,5,5,3,2,1, ,1,8,8,2,2, ,3,8,2,1,3,1, , ,1,2,1,2,2,2,2,2,2,2,2,2,1,2, ,3,3,2,1,2,1,2,3,3,1,1,2, ,99,2, , ,2, , , ,2,1,2,1,2,2,2,1,2,8,30,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2, ,2,1,1,1,1,1,4,1,1,7,7,5,2,1,1,2, ,1,1,3,98,1,2,1.173593189941430,2.956766128667890,1.005696836691570
2012010042,26,4,2,1,5,5,1,2,1,2,1,6,5,3,3,1, , ,1,1,1,2, ,1,6,3,1,2,2, ,2, ,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,3,2,3,2,3,3,1,1,2, ,2,2, , ,2, , , ,1,2,2,2,2,1,2,1,2,1, ,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2, ,2,1,1,1,1,1,5,2,2,5,7,5,3, , , , ,1,1,3,1,1,1,0.509040662014997,2.252825342931860,1.146059786464330
2012010043,48,9,4,2,5,11,2,5,4,1,3,5,5,3, ,1, , ,8, ,2, , , ,5,4,2,1,2, , ,1,2,3,1,1,1,2,2,1,2,2,1,1,2,2,3,2,2,2,1,2,1,3,3,1,1,1, ,2,1, ,1,1,2,2,2,1,1,2,2,2,1,1,1,1,5,3,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,5,1,1,1,4,1,2,5,7,5,2,2,1,2, ,1,1,3,1,1,2,1.237950614611550,0.516353859000208,0.692870194207315
2012010044,5,9,4,2,5,11,1,5,5,4,3,5,5,3, ,1, , ,8, ,2, , , ,1,1,3,2,2, , ,1,2,4,1,1,2,2,2,2,2,2,2,1,2, ,3,3,2,1,1,3,1,3,3,1,2,2, ,2,2, , ,2, , , ,2,2,2,2,1,2,1,2,2, , , , , , ,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,7,2,2,7,4,7,3, , , , ,1,1,3,98,1,2,1.166254006420880,3.244166043147080,0.982646892728428
2012010045,33,2,1,2,6,12,1,2,5,1,3,6,4,3, ,1, , ,8, ,2,2, , ,10,7,3,3,1, , ,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,3,3,3,3,3,1,1,2, ,1,1, ,2,1,2,2,2,2,1,1,1,2,2,2,1,2,1, ,2,2, , ,2,3,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,1,1,2,7,7,7,3, , , , ,2,1,2,2,2,2,2.298141674341500,1.518385152508040,1.008611766749090
2012010046,39,2,1,1,6,6,1,3,1,2,1,5,6,2,3,1, ,2,8,2,2,2, ,3,8,5,3,3,1, , ,2,2,1,2,2,2,1,2,2,2,2,2,1,2, ,3,1,2,2,2,2,3,3,3,1,1,2, ,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1, ,2,2, , ,2,1,1,2,2,2,2,2,2,1,2,2, ,2,1,1,1,1,1,3,1,1,4,4,5,3, , , , ,1,1,3,1,1,2,2.234988772163510,0.963519833377090,1.008137400026660
2012010047,5,9,4,2,6,12,1,4,5,1,3,5,2,3, ,1, , ,8, ,2,2, , ,6,8,3,3,1, , ,2,2,1,1,2,2,2,2,2,2,2,2,1,2, ,3,2,2,1,2,3,2,3,3,1,1,2, ,1,2, , ,1,2,2,2,2,2,2,1,2,2,2,1,2,1, ,2,2, , ,2,2,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,1,1,2,7,7,6,3, , , , ,1,1,3,2,1,2,1.679737198407040,3.883697206629290,1.045929739194350
2012010048,30,1,1,1,5,5,1,6,5,4,3,5,6,3, ,1, , ,8, ,2, , , ,6,2,3,2,2, , ,1,2,1,2,2,2,2,1,2,2,2,2,1,2, ,3,2,2,2,1,3,1,3,3,1,1,1, ,2,1, ,2,2, , , ,2,1,2,1,2,2,2,1,2,1, ,1,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,5,1,1,6,7,5,3, , , , ,1,1,3,3,1,2,0.303875684344105,0.400495555723212,0.681361084127864
2012010049,33,2,1,1,6,6,2,5,1,2,1,5,5,2,3,1, ,1,8,8,2, , ,1,8,8,3,2,1, , ,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,1,1,2,2,3,3,3,3,1,1,2, ,1,2, , ,2, , , ,2,1,2,1,2,2,2,2,2, , , , , , ,2,3,2,1,2,2,2,1,2,1,2,2, ,2,2,1,1,1,1,4,1,1,7,7,6,3, , , , ,1,1,3,1,1,2,0.985093847468246,0.874771733346720,0.721911920928743
2012010050,39,2,1,2,5,11,1,6,1,2,1,5,5,3,2,1, ,2,2,7,1, , ,1,7,3,1,3,1, ,2, ,1,1,2,2,2,1,2,2,2,2,2,1,2, ,3,2,2,1,2,3,2,3,3,1,1,2, ,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,1, ,2,2, , ,2,1,1,2,2,2,2,2,1,2,2,2, ,2,1,1,1,1,1,1,1,1,7,6,98,3, , , , ,1,1,3,2,1,2,1.595616824801710,0.782768854039053,0.862163460949614
2012010051,23,3,2,1,5,5,1,4,1,2,1,5,3,3,3,1, , ,8,6,2,2, ,1,2,1,1,2,98, , ,1,1,1,2,1,2,2,2,2,98,2,2,1,2, ,3,1,2,2,3,2,3,2,3,1,1,2, ,1,1,1,2,2, , , ,2,1,1,2,1,2,2,1,1,1, ,2,1,2, ,2,3,2,1,2,2,2,2,1,2,2,2, ,2,1,1,1,1,1,1,2,2,7,7,5,2,1,2,1, ,1,1,3,1,1,98,1.534316746880300,1.059499476164150,1.041759736641520
2012010052,24,4,2,1,3,3,1,2,1,2,1,2,7,3,3,1, , ,1,4,1,2, ,1,7,9,1,3,1,1,2, ,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,3,1,3,3,1,1,2, ,2,2, , ,1,1,2,2,1,2,2,2,2,1,2,1,2,12,100,2,2, , ,2,1,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,2,2,2,7,7,7,3, , , , ,1,1,3,1,2,2,0.563029440078238,2.148735329358620,1.274066457269580
2012010053,5,9,4,2,1,7,2,2,3,1,3,2,1,2, ,1, ,2,4, ,1,2, , ,3,3,2,1,2,2,2, ,98,3,2,2,2,2,2,2,2,2,2,2,1, ,4,1,3,3,3,2,3,2,3,2,2, ,1, ,2, , ,2, , , ,2,2,2,2,2,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,5,1,2,6,6,5,98, , , , ,1,1,98,98,1,98,2.483261939570310,3.318843046668170,0.862086285741138
2012010054,36,3,2,2,4,10,1,5,5,1,3,6,4,3, ,1, , ,2, ,1, , , ,4,6,1,2,2, ,2, ,1,3,1,2,2,2,2,1,1,2,2,1,2, ,3,2,1,2,1,3,1,3,3,1,1,2, ,2,1, ,2,2, , , ,1,2,2,2,1,2,2,1,2,1, ,1,2,2,1,2,3,1,1,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,4,1,99,6,4,98,3, , , , ,1,1,2,1,1,2,0.978507725668642,0.961028636999859,0.835676316804593
2012010055,18,6,3,1,4,4,2,6,2,1,3,6,5,3, ,1, , ,2, ,1, , , ,7,4,1,2,2, ,2, ,2,2,2,1,2,2,2,2,2,1,2,1,2, ,3,3,3,2,1,3,2,3,3,1,1,2, ,1,1, ,2,1,1,1,2,1,2,1,2,2,2,2,1,2,9,0,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,6,1,1,5,3,4,3, , , , ,1,1,2,2,1,2,0.635014036190753,0.778680580145617,0.948057756807099
2012010056,37,7,3,1,3,3,1,4,1,2,1,2,5,3,3,1, , ,2,2,1,2, ,3,2,3,3,2,2,2,1, ,1,3,2,2,2,2,2,1,1,2,2,1,1, ,3,1,2,2,1,1,2,2,3,1,1,1, ,1,1,3,1,2,1,2,2,1,2,2,2,1,1,1,1,1,7,0,2,2, , ,2,3,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,3,5,1,1,7,5,5,3, , , , ,1,1,3,2,1,2,1.577135262904210,0.483812603044509,1.126400809735500
2012010057,44,7,3,2,5,11,1,6,4,1,3,6,3,3, ,1, , ,8, ,2, , , ,3,7,2,2,99, , ,1,2,98,1,1,2,1,1,1,1,99,99,99,99, , ,1,2,2,3,3,3,2,3,1,2,99, ,2,1, ,2,2, , , ,2,1,2,2,2,2,2,99,99, , , , , , ,2,99, , , , , , , ,99,1,2, ,2,1,1,1,1,1,7,1,1,7,6,5,3, , , , ,1,1,3,2,1,2,1.017990146599600,2.367360383096030,0.959845569486022
2012010058,44,7,3,2,5,11,1,6,2,1,3,6,4,3, ,1, , ,2, ,1, , , ,4,6,2,1,2, ,1, ,2,2,1,1,2,1,2,1,1,2,2,1,2, ,3,1,1,1,3,3,3,3,3,1,1,2, ,1,1, ,1,2,1,2,2,1,2,2,2,2,2,2,2,2, , , , , , ,2,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,6,1,1,3,1,3,3, , , , ,1,98,98,98,98,98,1.017990146599600,2.367360383096030,0.959845569486022
2012010059,15,3,2,2,4,10,1,4,4,4,3,2,4,3, ,1, , ,2, ,1,2, , ,4,6,1,1,2,2,2, ,1,3,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,2,1,3,3,3,3,1,1,1, ,1,1, ,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1, ,1,2,2,2,2,7, , , , , , , ,1,1,2, ,2,2,3,2,5,3,6,1,1,4,4,6,1, , , , ,1,98,98,98,1,1,1.409329199887120,0.653698464384276,0.922179159169373
2012010060,26,4,2,2,5,11,1,2,1,2,1,5,5,3,3,1, , ,4,2,1,2, ,1,7,7,1,3,1, ,2, ,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,3,3,3,3,3,1,1,2, ,1,2, , ,1,2,2,2,1,2,2,2,2,2,2,1,2,1, ,2,2, , ,2,3,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,1,1,1,7,3,6,98, , , , ,1,1,98,2,1,98,0.523424356256885,2.068535359516130,1.063811939361220
2012010061,39,2,1,1,5,5,1,2,1,2,1,6,4,2,3,1, ,1,8,8,2,2, ,1,8,3,1,3,2, , ,1,2,1,1,1,2,1,2,1,2,2,2,1,2, ,3,1,2,2,1,3,1,3,3,1,1,2, ,2,2, , ,2, , , ,2,1,2,1,1,2,2,2,2, , , , , , ,2,1,2,1,2,2,2,2,1,1,2,2, ,2,1,1,1,1,2,5,1,1,7,6,5,3, , , , ,1,1,3,1,1,2,2.234988772163510,0.963519833377090,1.008137400026660
2012010062,36,3,2,1,6,6,2,1,4,1,3,5,1,3, ,1, , ,6, ,1, , , ,1,1,2,1,2, ,98, ,2,4,2,2,2,2,2,2,2,2,2,1,2, ,3,2,2,3,3,2,3,3,3,1,2,1, ,2,2, , ,2, , , ,2,2,2,1,1,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,1,2, ,2,1,5,1,1,1,7,1,1,2,1,4,98, , , , ,1,3,3,3,2,2,1.628640372810680,1.141380573692600,0.926330088265702
2012010063,5,9,4,2,5,11,1,5,4,1,3,5,5,3, ,1, , ,2, ,1, , , ,1,1,1,1,2, ,2, ,1,4,2,1,2,2,2,2,2,1,1,1,2,2,3,2,2,3,1,3,2,3,3,1,1,1, ,1,1, ,2,2, , , ,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,7, , , , , , , ,2,2,2, ,1,3,1,1,1,1,6,1,1,7,7,6,3, , , , ,1,1,3,4,1,2,1.166254006420880,3.244166043147080,0.982646892728428
2012010064,33,2,1,2,4,10,2,2,1,1,1,2,5,3,1,2,2,2,7,7,1,2, ,1,1,1,1,2,1,2,2, ,1,1,2,2,2,2,2,2,2,2,2,1,2, ,3,3,2,3,2,3,3,3,3,1,1,2, ,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2, , , , , , ,2,2,2,1,2,2,2,2,2,2,1,2, ,2,1,1,1,1,1,1,2,2,6,6,7,1, , , , ,1,1,3,1,1,98,3.287185719663360,1.329996006071370,0.955027047312121
2012010065,1,6,3,2,4,10,1,5,4,4,3,2,4,3, ,1, , ,3, ,1, , , ,1,5,3,2,1,2,1, ,2,1,2,2,2,2,2,2,2,2,2,1,2, ,3,2,2,2,1,3,2,3,3,1,1,2, ,1,1, ,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,20,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,5,1,1,6,6,5,3, , , , ,1,1,3,2,1,98,0.496811853935679,0.657708822624631,0.683720901782232
2012010066,44,7,3,1,4,4,2,2,1,2,1,1,3,3,3,1, , ,8,4,2,2, ,3,3,2,3,2,2,1, ,99,2,98,2,2,2,2,2,2,2,2,2,1,2, ,3,1,2,3,2,2,3,3,3,1,1,2, ,2,1,1,98,2, , , ,2,2,2,2,1,2,2,1,2,97, ,2,2, , ,2,7, , , , , , , ,1,2,2, ,2,1,1,1,2,1,4,1,2,6,6,4,3, , , , ,1,2,3,98,1,98,1.674091199077290,3.074819744849530,1.030022155337470
2012010067,5,9,4,1,2,2,2,4,2,1,3,6,5,2, ,1, ,2,2, ,1,1,1, ,4,7,1,2,2, ,1, ,1,2,2,2,2,1,2,1,2,1,1,1,2,2,3,2,2,2,2,3,2,3,3,1,1,2, ,1,1, ,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1, ,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2, ,2,1,1,1,1,1,7,1,1,4,5,4,1, , , , ,1,3,3,2,2,2,2.376539699903760,4.746459821926190,1.133447667992510
2012010068,34,5,3,2,5,11,1,4,1,2,1,5,4,3,3,1, , ,7,2,1,2, ,3,4,4,3,3,1, ,2, ,2,1,2,2,2,2,2,2,2,2,2,1,2, ,3,2,2,1,2,3,2,3,3,1,1,2, ,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,1,2,1, ,1,2,2,1,2,3,1,2,2,2,2,2,2,1,2,2, ,2,1,1,1,1,1,1,1,2,6,6,4,1, , , , ,1,1,2,98,1,98,1.173593189941430,1.446948771764650,1.021773406900220
2012010069,5,9,4,1,3,3,1,5,2,2,2,6,6,1, ,2,1,1,2,2,1, , ,3,7,6,1,2,98, ,1, ,1,3,2,1,98,1,1,2,98,1,98,1,2, ,3,2,98,1,3,2,98,98,98,1,2,1, ,99,1,2,98,98, , , ,98,98,98,98,98,1,98,1,2,7,100,2,2, , ,98,2,1,98,2,98,98,1,98,98,2,2, ,2,2,1,1,1,1,3,1,2,6,4,98,3, , , , ,1,1,3,98,1,98,1.254499016667630,3.558786413992370,1.043580267129110
2012010070,33,2,1,2,2,8,1,6,1,2,1,6,5,3,3,1, , ,2,7,1, , ,1,5,4,1,2,2, ,2, ,2,3,1,1,2,1,1,1,2,2,2,1,2, ,3,2,3,1,1,3,1,3,3,1,1,1, ,2,1,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2,11,3,1,2,2,3,2,3,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,5,7,5,3, , , , ,1,1,1,98,1,2,1.473188528188630,1.257446165196070,0.973401945280202
2012010071,10,5,3,2,4,10,2,4,4,1,3,1,6,2, ,1, ,2,1, ,1,1,1, ,3,5,1,2,1,1,1, ,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2,3,2,2,1,2,1,3,3,1,1,2, ,1,1, ,1,1,1,2,2,1,2,2,2,2,1,1,2,1, , , , , , ,2,3,1,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,5,1,1,5,5,5,2,2,1,2,1,1,1,3,4,98,98,1.112816929684220,2.787163679389810,0.862302717383174
2012010072,33,2,1,2,3,9,2,6,2,3,3,6,8,3, ,1, , ,3, ,1, , , ,2,3,1,2,2, ,1, ,1,3,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,3,3,1,1,2, ,2,2, , ,2, , , ,1,2,2,2,2,2,1,2,2, , , , , , ,2,3,2,1,2,2,2,2,98,2,2,1,1,2,1,1,1,1,1,6,2,1,6,6,5,3, , , , ,1,1,2,98,1,98,1.512985446018940,1.108024492555390,0.831445303718424
2012010073,6,8,4,2,1,7,1,4,1,2,1,1,2,3,3,1, , ,4,3,1,1,1,2,2,5,3,1,2,2,2, ,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,3,2,2,3,2,3,1,1,1, ,1,2, , ,2, , , ,1,2,2,2,2,2,1,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,4,1,2,2,6,1,2,4,4,4,3, , , , ,1,1,1,98,1,98,0.416588086521708,1.831605187876380,1.024691445496900
2012010074,21,5,3,2,4,10,1,2,1,2,1,5,4,3,3,1, , ,2,6,1,2, ,1,1,1,2,1,2, ,2, ,2,4,2,2,2,2,2,2,2,2,2,1,2, ,3,2,2,3,1,3,2,3,3,1,2,1, ,2,1,1,2,2, , , ,1,2,2,2,1,2,2,1,2,10,3,1,2,1,3,2,7, , , , , , , ,1,1,2, ,1,1,5,1,1,1,7,1,1,7,7,6,3, , , , ,1,1,3,98,1,98,1.048367509445800,0.895419543944747,1.182947683839020
2012010075,24,4,2,2,5,11,1,2,1,2,1,5,4,3,3,1, , ,3,8,1,2, ,2,4,2,3,1,2, ,2, ,1,4,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,3,1,3,3,1,2,2, ,2,1,2,2,2, , , ,1,1,2,1,2,2,2,2,2, , , , , , ,2,2,2,1,1,1,1,2,2,1,1,2, ,2,1,1,1,1,1,6,1,1,6,4,3,3, , , , ,1,98,98,98,1,98,0.523424356256885,1.895963958411430,1.048918288389300
2012010076,33,2,1,2,6,12,1,6,4,1,3,6,1,3, ,1, , ,1, ,1, , , ,1,1,2,1,2, ,2, ,1,3,1,1,2,2,2,1,2,2,2,1,2, ,3,2,2,1,3,3,1,3,3,1,1,2, ,2,2, , ,2, , , ,1,2,2,1,1,1,2,1,2,1, ,2,2, , ,2,3,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,7,1,2,7,3,5,3, , , , ,1,1,3,98,1,98,1.595616824801710,1.200146144581220,0.838080842921325
2012010077,26,4,2,2,2,8,1,5,1,2,1,2,6,3,3,1, , ,2,2,1, , ,1,8,7,1,3,1,2,1, ,2,1,2,2,1,1,1,1,1,2,1,1,2,2,3,1,2,3,2,3,1,3,3,1,1,2, ,1,1,3,1,2,2,2,2,1,2,2,2,2,2,2,1,2,12,0,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,7,1,2,7,6,6,2,2,1,2, ,1,1,2,2,1,2,0.335533168220845,1.495336864409410,0.755037259279115
2012010078,33,2,1,2,3,9,1,5,2,1,3,1,6,3, ,1, , ,2, ,1, , , ,6,6,1,3,1,1,2, ,2,1,2,2,2,2,2,2,2,2,2,1,2, ,3,2,2,1,1,3,2,3,3,1,2,2, ,2,1, ,98,2, , , ,1,2,2,2,2,2,2,1,2,11,-99,2,2, , ,2,1,2,1,2,2,2,2,98,2,2,2, ,2,1,1,1,1,1,4,1,2,5,6,4,3, , , , ,1,1,3,2,1,2,1.425360040416280,1.139003738712410,0.861848168796027
2012010079,50,3,2,1,5,5,1,5,1,2,1,2,6,3,3,1, , ,2,2,1, , ,3,2,7,3,2,2,2,2, ,2,98,2,2,2,2,1,1,2,2,1,1,2,2,3,2,2,2,1,3,1,3,3,1,1,1, ,1,1,3,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1, ,1,1,98,1,2,2,2,1,1,1,2,2,1,2,2,2, ,2,1,1,1,1,1,7,1,1,6,7,5,3, , , , ,1,1,3,98,1,2,1.065287507393870,0.507111971485348,0.728492885504178
2012010080,26,4,2,1,6,6,1,4,1,2,1,5,3,2,3,1, ,2,8,8,2,2, ,1,9,7,3,3,1, , ,1,2,1,2,1,2,1,2,2,2,2,2,1,2, ,3,3,2,2,1,3,1,3,3,1,2,2, ,1,2, , ,1,2,2,2,2,2,2,1,2,2,2,1,2,1, ,2,2, , ,2,2,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,1,1,2,7,7,7,3, , , , ,1,98,98,2,2,2,0.509040662014997,2.252825342931860,1.146059786464330
2012010081,36,3,2,1,4,4,1,2,2,1,3,6,4,3, ,1, , ,2, ,1,2, , ,3,1,3,1,2, ,2, ,1,4,2,1,2,2,2,2,2,2,2,1,2, ,3,2,3,2,1,3,3,3,3,1,1,2, ,2,1, ,2,2, , , ,1,2,2,2,2,2,2,1,2,3,15,1,1,1,3,2,2,2,1,1,1,2,2,2,2,2,2, ,2,1,1,1,1,1,7,1,1,3,5,5,2,2, ,2, ,1,1,3,2,1,2,1.697046156350520,1.303146310527230,0.963178373446379
2012010082,31,2,1,1,6,6,1,4,1,2,1,1,6,3,3,1, , ,3,4,1,2, ,1,10,7,3,3,1,2,1, ,2,1,2,1,2,1,2,2,1,2,2,1,2, ,3,2,1,1,3,3,2,3,3,1,1,2, ,1,2, , ,1,2,2,2,1,2,1,1,1,2,2,1,2,1, ,1,1,2,1,2,3,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,1,1,2,7,7,6,3, , , , ,1,1,3,2,1,2,2.234988772163510,0.670812922345647,1.051695030953520
2012010083,39,2,1,2,5,11,1,2,1,2,1,5,5,3,3,1, , ,4,1,1,2, ,2,2,2,3,3,2, ,2, ,2,1,1,1,2,2,2,2,2,2,1,1,2,2,3,2,2,2,1,3,2,3,3,1,1,2, ,2,1,2,98,2, , , ,1,2,2,2,2,2,2,2,2, , , , , , ,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,3,1,1,5,5,4,3, , , , ,1,3,98,98,1,98,2.298141674341500,0.990333228319758,1.105687565093350
2012010084,20,1,1,2,5,11,1,4,2,1,3,5,1,3, ,1, , ,8, ,2,2, , ,1,98,2,1,2, , ,2,2,3,1,1,2,2,2,1,2,2,2,1,2, ,3,2,3,2,1,2,1,1,3,2,2, ,1, ,2, , ,2, , , ,2,2,2,2,1,2,2,2,2, , , , , , ,2,2,2,1,1,2,2,1,2,2,1,2, ,2,1,4,1,1,1,7,1,1,6,7,4,3, , , , ,1,1,3,98,1,98,0.450034277523871,0.603604798362636,1.178756465576300
2012010085,14,3,2,1,3,3,1,6,2,1,3,6,6,3, ,1, , ,2, ,1, , , ,10,5,1,3,1, ,2, ,2,1,2,2,2,2,2,2,2,2,2,1,2, ,3,2,2,1,3,3,2,3,3,1,1,2, ,1,1, ,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1, ,1,2,2,1,2,3,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,1,1,2,7,7,6,2,1,1,1, ,1,1,3,2,1,2,1.178271744414480,1.229860383925260,0.924683578841949
2012010086,31,2,1,2,5,11,1,2,3,2,2,6,1,3, ,1, , ,6,1,1,2, ,1,1,1,1,1,2, ,2, ,1,4,2,2,2,2,2,2,2,2,2,2,1, ,4,1,3,3,3,1,3,3,3,2,1, , ,2,2, , ,2, , , ,1,2,2,2,1,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,1,2, ,2,1,1,1,1,1,7,2,2,1,7,1,3, , , , ,1,1,1,2,98,98,2.298141674341500,0.689480697721330,1.178546890543400
2012010087,3,8,4,2,5,11,1,4,4,1,3,5,2,3, ,1, , ,2, ,1,2, , ,3,1,2,2,2, ,2, ,2,4,1,1,2,2,2,2,2,2,2,1,2, ,3,2,2,2,1,2,1,3,3,1,1,2, ,2,1, ,2,2, , , ,1,1,2,2,2,2,2,1,2,11,10,2,2, , ,2,3,2,1,1,2,2,2,2,2,2,2, ,2,1,1,1,1,1,7,1,2,7,5,5,2,2,2,1, ,1,1,3,2,1,98,0.451208346485899,2.595322112517940,1.182573644585270
2012010088,5,9,4,1,3,3,2,5,2,1,3,6,6,3, ,1, , ,2, ,1, , , ,8,7,1,3,1, ,2, ,2,1,1,1,2,1,2,2,2,2,2,1,2, ,3,2,2,1,3,3,2,3,3,1,1,2, ,1,1, ,1,2,1,2,2,1,2,2,2,2,2,2,1,2,11,63,1,2,2,1,2,3,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,1,1,1,7,4,6,3, , , , ,1,1,3,98,1,2,1.576064736061110,3.878328758955630,1.046289164443690
2012010089,7,1,1,1,6,6,1,2,4,1,3,6,2,2, ,1, ,2,6, ,1,2, , ,5,1,3,2,2, ,2, ,2,4,1,1,1,2,2,2,2,2,2,1,2, ,3,3,2,3,1,3,1,3,3,1,2,2, ,2,2, , ,2, , , ,2,2,2,2,1,2,2,2,2, , , , , , ,2,3,2,1,1,2,2,1,2,2,2,2, ,2,1,3,1,1,1,7,1,2,7,7,5,3, , , , ,1,3,3,98,1,2,0.437667341654546,1.504955885328430,1.073237589940580
2012010090,5,9,4,2,3,9,1,5,1,1,1,1,7,3,3,1, , ,2,2,1, , ,1,9,8,1,3,1,1,1, ,99,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2, ,2,1,1,99,99, , , ,1,2,2,2,2,2,2,1,2,5,-99,99,99, , ,99,99, , , , , , , ,99,99,99, ,99,1,1,2,1,3,4,99,99,4,4,5,99, , , , ,99,1,99,99,99,99,1.041811437363280,3.255477167894400,1.017846387904810
2012010091,39,2,1,2,2,8,1,5,4,1,3,6,5,3, ,1, , ,7, ,1, , , ,3,5,2,2,1, ,2, ,1,1,2,2,2,1,2,2,2,2,2,1,2, ,3,2,2,1,3,3,3,3,3,1,1,2, ,1,1, ,2,1,2,2,2,2,2,2,2,1,2,2,2,2, , , , , , ,2,3,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,7,2,5,1, , , , ,1,1,3,98,1,2,1.473188528188630,0.820141528755053,0.824872210437053
2012010092,39,2,1,2,6,12,1,5,5,4,3,5,2,2, ,1, ,2,8, ,2, , , ,7,3,1,3,98, , ,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,3,2,2,3,1,3,1,3,3,1,1,2, ,2,2, , ,2, , , ,2,2,2,1,2,2,2,1,2,1, ,2,1,2, ,2,7, , , , , , , ,2,1,2, ,2,1,1,1,1,1,1,1,1,5,6,4,98, , , , ,1,1,3,98,98,98,1.595616824801710,0.782768854039053,0.862163460949614
