NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8,AM21,AM30,AM31,AM22,X3,X4,A9,A40,A10,A10A,A21_2015,A22_2015,A14,A41,J1,J2,J3,J4,J40,J5,J6,J8,J9,J10,J20,J32,J33_1,J33_40,J33_41,J41_1,J41_2,J41_3,J42_1,J42_2,J43,B1,B2,B4,B40,B41_1,B41_2,B31,B42,B43,B44,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,C40,C41,D40,EA_1,E7,E8,E20,E15_2015,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G33,G35,G22_2015,G40,G25_1,G25_2,G25_3,G25_4,G25_5,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M40,M20,M21_1,M21_2_2015,M21_3,M21_4,M41,M42,M6,M7,M8,M31,M9,M10,wgt_n2,wgt_d2,wgt_s3
2018010044,48,9,4,2,6,12,2,5,2,1,3,5,2,3, , , ,1, ,8,2, ,2,2, , ,4,1,1,1,1,1,2, , ,2,2,4,3,7,7,6,4,5,4,1,5,2,1,1,2,3,3,1,2,3,3,3,2, , ,2, , , ,2,6,2,1,2, , , , ,1,2,1,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,2,2,1,2,1,1,1,1,1,2,3,1,1,1,2,5,5,5,2,3, , , , , , ,98,98,98,98,2,2,0.62648511,0.57174569,0.96410242
2018010045,38,9,4,1,2,2,1,5,1,2,1,2,6,2,2,1,3,1, ,2,2,4,1,2, ,1,3,7,7,1,3,1,1,1,1, ,2,1,5,5,2,3,1,1,2,5,3,4,1,1,2,6,3,2,2,2,2,3,1,1,98,98, , , ,2,4,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,1,1,1,6,6,6,2,1, , , , , , ,1,98,98,98,1,98,0.82183018,0.29273737,1.0460651
2018010046,5,9,4,2,1,7,1,6,2,3,3,6,3,3, , , ,1, ,5,2, ,1, , , ,5,5,4,3,3,3,98, ,98, ,2,2,4,6,7,6,2,98,2,1,4,3,2,2, ,5, , ,3,3,98,98,98, , ,2, , , , ,98,2,2,2, , , , ,7, , , , , , , ,2,2,0,0,0,0,0,0,1,0, , , ,1,1,98,2,1,1,2,6,2,2,1,2,3,98,5,98,98, , , , , , ,98,2,2,2,2,99,1.12900342,4.28121742,0.71781788
2018010047,38,9,4,1,2,2,2,6,2,1,3,6,5,3, , , ,1, ,2,2, ,1, , , ,5,8,6,2,3,1,1, ,1, ,2,1,4,6,7,6,5,5,5,4,5,4,1,1,1,7,2,3,2,2,2,2,1, ,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,3,2,2,3,3,1,6,1,1,2,1,6,7,6,1,1, , , , , , ,1,2,2,2,1,1,0.81981301,0.22303582,1.01151737
2018010048,48,9,4,1,1,1,1,4,2,1,3,6,4,3, , , ,1, ,5,1, ,1, ,1, ,5,5,5,3,3,2,2, ,1, ,1,3,4,4,4,4,4,4,4,4,4,3,98,98, ,4, , ,3,3,3,3,98, , ,98, , , ,98,4,2,2,2, , , , ,1,98,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,3,2,1,1,4,1,1,1,2,4,2,98,98,98,4,4,4,2,3, , , , , , ,98,98,98,98,98,98,0.82191818,0.51770487,1.17548588
2018010049,13,8,4,2,6,12,1,4,1,2,1,6,3,3, , ,3,1, ,8,2,8,2,2, ,1,3,4,1,1,2,1,2, , ,2,2,2,5,6,5,3,4,3,4,2,3,3,1,1,2,6,2,2,3,3,2,3,2, , ,1,2,2,2,2,5,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,3,2,2,2,2,6,7,5,2,3, , , , , , ,1,3,4,4,1,98,0.46933436,0.56119331,0.94660536
2018010050,14,3,2,2,5,11,1,6,1,2,1,6,5,3, , ,3,1, ,2,2,8,1, , ,1,5,9,3,1,3,2,1, ,1, ,2,1,5,5,3,1,2,1,3,5,1,4,1,1,2,6,3,1,3,3,3,3,1,3,1,1,1,2,2,1,5,2,2,1,2,2, , ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,5,2,3, , , , , , ,98,3,2,3,1,2,1.21625656,1.28100016,0.83772173
2018010051,14,3,2,1,6,6,1,6,1,2,1,6,5,3, , ,3,1, ,8,1,4,2, , ,1,5,5,3,1,3,1,1, , ,1,2,1,5,3,5,4,1,1,1,5,1,3,1,1,2,6,2,1,3,3,3,3,1,1,1,1,2,2,2,1,6,1,2,1,2,2, , ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,6,6,5,2,3, , , , , , ,1,3,98,2,1,2,1.25936912,1.29144286,0.8666084
2018010052,10,5,3,1,6,6,1,2,1,2,1,5,5,3, , ,3,1, ,8,2,8,2,2, ,1,2,6,4,3,3,1,1, , ,2,2,1,5,7,2,2,4,4,4,3,3,3,1,1,2,6,3,1,3,3,2,3,1,1,1,1,2,2,2,2,5,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,4,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,4,4,1,2,1.23467282,3.06126552,0.98193026
2018010053,48,9,4,1,5,5,1,6,1,2,1,1,8,3, , ,3,1, ,2,1,2,1, , ,1,5,10,8,3,3,3,1,1,1, ,2,1,5,1,1,1,1,1,1,4,2,4,1,1,2,3,3,2,3,3,3,3,1,3,1,1,1,2,2,1,6,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,7,2,3, , , , , , ,1,3,2,2,1,2,0.56218205,0.34341193,0.88915849
2018010054,47,5,3,2,6,12,1,6,1,2,1,5,7,3, , ,2,1, ,8,2,1,2, , ,2,98,8,5,1,3,1,1, , ,2,2,1,5,2,3,5,1,1,1,3,3,98,1,1,2,7,3,2,3,2,3,3,2, , ,1,2,2,2,1,6,1,2,1,2,1,2, ,2,1,2,2,2,2,1,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,4,1,1,2,2,7,6,98,2,3, , , , , , ,1,3,2,3,1,2,0.94693104,1.09739202,0.98255552
2018010055,11,5,3,2,3,9,1,3,1,2,1,1,4,3, , ,2,1, ,6,1,6,1,2, ,3,2,6,6,3,3,1,1,2,1, ,1,3,2,7,5,5,3,3,4,2,3,3,1,1,2,7,2,3,1,2,2,2,2, , ,2, , , ,98,2,2,1,2, , , , ,1,1,2,1,2,2,2,1,2,98,0,0,0,0,0,1,0,0, , , , ,1,1,1,5,1,1,6,1,1,1,1,4,3,6,1,3, , , , , , ,1,3,98,3,1,2,1.0264198,1.32067506,0.99034168
2018010056,23,3,2,2,5,11,1,7,4,1,3,6,3,3, , , ,1, ,1,1, ,1, , , ,3,2,7,3,2,3,2, ,1, ,2,2,3,6,6,5,3,4,3,3,3,3,1,1,2,6,2,2,3,3,2,2,2, , ,2, , , ,2,5,2,2,1,2,2, , ,2,2,1,1,2,2,2,98,2,2,1,0,0,0,0,0,0,0,98,1,2,2,1,1,1,1,1,2,7,2,2,2,2,6,7,6,2,3, , , , , , ,1,3,1,3,1,2,1.21625656,1.01970611,0.88318171
2018010057,36,3,2,2,6,12,1,5,4,1,3,5,3,3, , , ,1, ,7,2, ,1,2, , ,4,5,3,3,2,2,2, ,2, ,2,3,5,7,6,6,4,4,4,2,4,2,1,1,2,7,3,1,3,3,2,3,2, , ,2, , , ,2,6,1,2,1,1,1,2,1,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,4,1,2,2,2,6,7,5,2,3, , , , , , ,1,3,4,2,1,98,1.53154897,1.32490829,1.03517278
2018010058,21,5,3,2,4,10,1,6,1,2,1,1,7,3, , ,3,1, ,2,2,1,1, , ,1,5,8,8,2,2,2,1,1,1, ,2,1,5,3,5,1,1,2,3,3,2,4,1,1,1,7,2,3,1,1,1,2,1,1,1,1,1,2,2,1,5,98,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,98,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,6,6,2,3, , , , , , ,1,3,1,3,1,2,0.81511584,0.71325787,0.69262822
2018010059,5,9,4,2,6,12,1,6,1,2,1,5,7,3, , ,2,1, ,1,2,8,1, , ,3,2,8,6,3,3,1,1, ,1, ,2,1,5,4,4,4,1,1,1,4,3,3,1,1,2,7,3,1,3,3,3,3,1,1,2,1,2,2,2,1,5,1,2,1,2,1,2, ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,7,2,3, , , , , , ,1,3,2,3,1,99,1.32254397,4.62200581,0.7732983
2018010060,50,3,2,2,6,12,1,4,5,2,2,6,6,3, , , ,1, ,3,2,8,1,2, ,3,2,7,4,1,3,1,1, ,2, ,2,1,4,2,4,4,2,2,3,3,2,3,1,1,2,7,2,1,3,3,3,3,1,2,2,1,2,2,2,2,4,1,2,2, , , , ,2,2,1,2,2,2,2,2,1,2,1,0,1,0,0,0,0,0,2,4,2,2,1,1,1,1,1,2,3,1,2,2,2,7,4,5,2,3, , , , , , ,3,3,2,3,1,2,1.53154897,0.65246408,1.03619025
2018010061,33,2,1,2,1,7,1,6,2,3,3,6,4,3, , , ,1, ,2,1, ,1, , , ,5,8,1,1,3,1,1, ,2, ,2,1,5,3,5,3,2,1,2,5,3,3,1,1,2,7,3,3,3,3,3,3,1, ,1,2,1,2,2,2,6,2,2,1,2,2, , ,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,5,2,3, , , , , , ,1,3,1,2,1,98,1.50450199,1.14857781,0.82639956
2018010062,44,7,3,2,6,12,1,4,1,2,1,5,7,3, , ,2,1, ,8,2,8,2,2, ,3,3,5,1,3,3,1,1, , ,2,2,1,5,7,6,6,1,1,5,4,4,2,1,1,2,7,3,1,2,3,3,3,1,3,2,2, , , ,2,5,1,2,1,2,2, , ,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,7,1,2,2,2,6,7,3,2,3, , , , , , ,1,3,1,2,1,98,1.50688733,2.93764533,1.09698389
2018010063,26,4,2,2,4,10,1,5,4,4,3,1,2,3, , , ,1, ,6,2, ,1,2, , ,4,1,1,2,1,1,2,2,2, ,1,4,2,4,7,2,5,5,5,1,5,1,1,1,2,5,3,1,3,3,3,3,2, , ,2, , , ,2,3,2,1,1,1,2,1,1,3,2,1,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,7,1,1,2,2,5,3,2,2,3, , , , , , ,1,3,4,3,1,98,0.4495647,1.75613017,0.85532963
2018010064,33,2,1,2,2,8,1,7,1,2,1,1,8,3, , ,3,1, ,2,2,2,1, , ,1,6,8,4,1,3,1,1,1,1, ,2,1,5,1,1,1,1,1,1,5,1,4,1,1,2,7,3,3,3,2,3,3,1,3,1,2,1,2,2,2,5,2,2,1,1,2,2,1,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,6,1,2,2,2,7,7,7,2,3, , , , , , ,1,3,2,2,1,2,1.50450199,1.14857781,0.82639956
2018010065,33,2,1,2,2,8,2,6,2,3,3,6,3,3, , , ,1, ,2,2, ,1, , , ,1,3,6,1,2,1,1, ,1, ,2,1,3,6,5,4,3,3,4,5,3,3,1,2,2,3,2,2,3,2,2,3,2, , ,1,2,2,2,2,6,2,2,2, , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,1,2,1,2,1,2,1,4,4,4,1,2,2,1,2, ,3,4,1,3,2,2,1,2,1.88986672,1.34735963,0.94294159
2018010066,24,4,2,2,6,12,1,7,1,2,1,5,5,3, , ,2,1, ,8,2,3,2, , ,3,6,8,5,1,3,1,1, , ,2,1,1,5,2,2,2,2,2,2,5,1,4,1,1,2,6,3,2,1,2,3,3,1,3,1,1,1,2,2,1,6,1,2,1,2,2, , ,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,4,6,2,98, , , , , , ,1,2,1,2,1,2,0.41474918,1.62977569,0.99496348
2018010067,31,2,1,2,6,12,1,6,5,1,3,5,3,3, , , ,1, ,8,2, ,2, , , ,1,6,1,3,3,1,1, , ,2,2,1,5,4,1,1,1,1,1,5,1,4,1,1,2,7,1,1,3,3,3,3,2, , ,1,2,2,2,1,6,1,2,1,2,2, , ,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,7,2,3, , , , , , ,1,98,2,98,2,2,1.76241277,0.56641534,0.87198272
2018010068,29,8,4,1,6,6,1,5,1,2,1,5,5,2,4,2,2,1, ,8,2,8,2,2, ,3,1,9,5,3,3,1,2, , ,2,2,1,5,5,5,5,1,4,1,5,2,4,1,1,2,7,3,1,3,3,2,3,1,1,1,2,2,2,2,2,5,1,2,1,1,1,2,1,3,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,2,3,1,2,0.48597082,1.05252789,0.95056487
2018010069,50,3,2,2,2,8,1,5,2,1,3,6,3,3, , , ,1, ,2,2, ,1,2, , ,4,1,4,2,2,1,2, ,2, ,2,3,5,6,7,7,5,5,5,1,5,2,1,1,1,5,3,3,3,3,2,3,1, ,98,2, , , ,2,5,2,2,1,2,2, , ,3,2,1,1,98,2,2,2,1,2,1,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,2,7,1,1,1,1,5,4,5,2,3, , , , , , ,1,2,98,1,1,98,1.30742271,0.60853832,0.87182444
2018010070,34,5,3,2,2,8,1,6,4,4,3,6,5,3, , , ,1, ,2,2, ,1, , , ,2,3,5,3,3,2,2, ,2, ,1,2,5,7,7,7,3,3,4,3,3,2,1,1,2,1,3,3,2,3,3,3,2, , ,2, , , ,2,4,2,2,2, , , , ,1,2,1,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,3,2,1,1,1,4,6,4,2,3, , , , , , ,1,3,98,2,1,98,0.80835753,1.21472792,0.99352174
2018010071,49,5,3,2,1,7,1,2,2,3,3,1,2,3, , , ,1, ,3,1, ,1,2, , ,2,2,3,1,2,1,2,1,2, ,1,4,98,5,5,3,4,5,4,2,3,2,2,2, ,4, , ,3,3,3,3,2, , ,2, , , , ,6,2,1,1,1,98,2,3,7, , , , , , , ,2,1,0,0,0,0,0,1,0,0, , , , ,1,1,1,3,2,1,1,1,1,1,1,2,4,2,2,3, , , , , , ,98,98,98,98,1,98,1.01790953,0.24694767,0.89976732
2018010072,36,3,2,2,6,12,1,4,1,2,1,5,4,3, , ,2,1, ,8,2,3,2,2, ,2,2,1,3,1,3,1,1, , ,2,2,1,5,7,7,7,5,3,5,5,3,1,1,1,2,5,3,1,3,3,3,3,1,2,98,1,2,2,2,1,5,1,2,1,2,1,2, ,2,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,3,1,2,1,1,6,5,5,2,3, , , , , , ,3,3,1,4,2,2,1.53154897,1.32490829,1.03517278
2018010073,51,8,4,1,6,6,1,2,1,2,1,6,1,99, , ,3,1, ,8,2,8,2,2, ,2,2,7,99,98,99,99,99, , ,99,99,99,99,6,4,4,99,99,99,99,99,99,99,99, ,4, , ,3,3,99,3,99, , ,99, , , ,99,6,99,2,99, , , , ,1,99,99,99,99,99,99,99,99,99,0,0,0,0,0,1,0,0, , , , ,99,99,99,99,99,99,99,99,99,99,99,99,7,5,98,98, , , , , , ,99,98,98,98,1,98,0.48597082,0.22508631,1.42775394
2018010074,33,2,1,2,2,8,2,6,1,2,1,6,3,3, , ,3,1, ,1,2,2,1, , ,3,5,7,3,1,3,2,2, ,2, ,2,2,3,4,2,1,3,3,3,4,4,4,1,2,2,5,3,2,3,3,3,3,98, , ,2, , , ,2,6,2,2,2, , , , ,7, , , , , , , ,2,2,1,0,0,0,0,0,0,0,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,7,5,5,2,3, , , , , , ,1,1,98,3,1,98,2.91036154,1.34030145,0.85424141
2018010075,10,5,3,1,6,6,1,4,1,2,1,5,7,2,4,2,3,1, ,8,2,2,2,2, ,3,3,7,7,3,3,3,2, , ,2,2,1,5,5,5,5,4,4,4,4,4,3,1,1,2,5,3,3,3,3,3,3,1,1,2,2, , , ,1,6,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,4,4,5,2,3, , , , , , ,1,3,4,3,1,98,1.23467282,3.06126552,0.98193026
2018010076,15,3,2,2,6,12,1,3,1,2,1,5,3,3, , ,2,1, ,4,2,8,3,2, ,1,2,7,2,2,2,2,1, , ,1,2,2,5,7,4,4,98,3,4,2,4,3,1,1,2,6,3,3,3,3,3,3,2, , ,2, , , ,2,5,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,4,1,2,2,1,6,5,6,2,3, , , , , , ,98,3,98,98,1,98,1.53154897,0.74136826,1.02460633
2018010077,47,5,3,2,4,10,2,2,2,4,3,6,1,3, , , ,1, ,7,2, ,1,2, , ,2,1,1,98,3,1,2, ,2, ,2,4,98,7,7,7,5,1,4,1,98,1,1,2,2,98,3,3,3,3,3,3,2, , ,2, , , ,2,6,2,2,2, , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,1,2,2,2,2,5,5,98,2,98, , , , , , ,1,98,4,98,1,2,1.16331252,1.11350236,0.87475374
2018010078,14,3,2,2,6,12,1,2,5,1,3,5,4,2,4,2, ,1, ,3,2, ,1,2, , ,2,9,5,1,3,2,1, ,99, ,2,1,5,5,3,4,2,1,2,5,3,4,1,1,2,7,3,2,3,3,3,3,2, , ,1,2,2,2,1,6,1,2,2, , , , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,2,1,2,2,2,7,6,5,2,2,1, ,2,1,98,5,1,3,98,2,1,2,1.53154897,1.41639687,1.12522199
2018010079,22,1,1,2,2,8,1,4,2,1,3,6,4,3, , , ,1, ,1,2, ,1,2, , ,3,2,7,1,1,1,2, ,1, ,2,4,2,7,6,7,4,5,5,1,4,3,1,1,2,1,3,3,3,1,1,3,2, , ,2, , , ,2,5,1,1,2, , , , ,7, , , , , , , ,2,1,1,0,0,0,0,0,0,0,2,4,1,1,1,1,1,1,1,1,7,1,1,2,2,3,7,3,2,3, , , , , , ,3,2,2,3,98,98,0.37824609,2.82858618,1.02299521
2018010080,33,2,1,2,4,10,1,2,1,2,1,1,4,3, , ,3,1, ,3,2,2,1,2, ,1,2,2,1,3,1,1,2,2,2, ,2,2,4,7,7,4,5,4,4,2,3,3,1,1,1,4,2,2,2,2,2,2,2, , ,2, , , ,2,6,2,2,1,2,2, , ,1,2,1,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,5,1,1,2,2,4,3,5,2,3, , , , , , ,1,3,1,2,1,2,1.91035598,1.35755676,1.00604928
2018010081,50,3,2,2,5,11,1,5,5,2,2,5,5,3, , , ,1, ,3,2,3,1,2, ,3,2,6,1,1,2,2,2, ,2, ,2,4,4,7,5,5,5,5,4,3,3,1,1,1,2,7,3,1,3,3,2,3,2, , ,2, , , ,2,5,2,1,2, , , , ,1,2,1,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,4,1,2,2,2,6,7,6,2,98, , , , , , ,1,3,1,1,1,2,1.53154897,0.65246408,1.03619025
2018010082,34,5,3,2,5,11,1,7,1,2,1,6,6,3, , ,2,1, ,8,2,8,2, , ,1,6,8,5,3,3,1,1, , ,1,2,1,5,1,1,1,4,1,1,4,1,3,1,1,1,7,3,3,2,2,3,3,1,3,1,1,2,2,2,1,5,2,2,1,2,2, , ,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,2,3,1,2,0.94693104,1.34634288,1.12100229
2018010083,38,9,4,2,2,8,1,4,2,1,3,3,3,3, , , ,1, ,2,2, ,1,2, , ,4,4,7,3,2,1,2,2,2, ,2,3,3,6,5,5,3,3,4,2,3,3,1,2,2,7,1,3,3,3,3,3,2, , ,2, , , ,2,6,2,2,2, , , , ,7, , , , , , , ,2,2,1,0,0,0,0,0,0,0,2,4,1,1,1,1,1,1,1,1,6,1,2,2,2,4,3,4,2,3, , , , , , ,2,98,98,98,98,98,0.58357067,0.27216797,0.90036318
2018010084,23,3,2,2,4,10,1,4,4,1,3,6,2,3, , , ,1, ,3,2, ,1,2, , ,3,7,6,1,2,1,2, ,2, ,2,3,5,4,4,4,3,4,3,1,3,1,1,1,2,4,2,1,3,3,3,3,2, , ,1,2,2,2,99,6,2,2,1,2,2, , ,99, , , , , , , ,2,1,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,5,1,2,1,2,7,7,5,2,98, , , , , , ,1,99,98,98,98,98,1.31835347,0.98523425,0.92120505
2018010085,30,1,1,2,6,12,1,2,5,1,3,5,2,3, , , ,1, ,8,1, ,2,2, , ,2,5,1,3,3,1,1, , ,2,2,1,98,1,1,1,1,5,98,4,4,4,1,2,2,7,1,1,3,3,3,3,2, , ,2, , , ,2,4,1,2,2, , , , ,3,1,2,2,2,2,1,2,2,1,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,1,1,2,2,2,7,6,5,2,3, , , , , , ,1,98,98,98,1,98,0.44308731,0.60989662,1.03814332
2018010086,44,7,3,2,5,11,2,4,4,4,3,5,2,3, , , ,1, ,6,2, ,1,2, , ,3,5,8,3,3,1,1, ,2, ,2,3,3,5,5,4,3,5,3,3,3,2,2,1, ,4,2,1,3,3,2,3,1, ,2,2, , , ,2,4,1,2,1,2,1,2, ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,2,2,5,1,99,2,2,3,2,2,2,2,5,7,4,2,3, , , , , , ,2,98,1,98,1,2,1.70785958,3.27946705,1.17314075
2018010087,37,7,3,2,2,8,2,4,2,4,3,6,2,3, , , ,1, ,2,2, ,1,2, , ,3,2,1,3,2,1,1, ,2, ,1,1,3,7,7,7,5,5,5,2,4,2,1,1,2,1,3,1,3,3,3,3,2, , ,2, , , ,2,6,2,2,2, , , , ,2,2,1,1,1,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,99,1,1,1,1,1,2,6,2,2,2,2,7,1,4,2,3, , , , , , ,98,98,98,98,98,98,1.17875039,0.41381335,0.86918539
2018010088,48,9,4,2,6,12,1,4,4,4,3,5,1,3, , , ,1, ,8,1, ,2,2, , ,3,5,1,3,3,1,2, , ,2,2,2,5,2,4,4,1,2,2,4,2,3,1,1,2,7,3,1,3,3,3,3,2, , ,2, , , ,2,6,1,2,2, , , , ,4,2,2,1,2,2,1,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,5,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,98,3,1,98,0.68368306,0.51964208,1.09518877
2018010089,50,3,2,2,6,12,1,4,4,4,3,5,2,3, , , ,1, ,8,2, ,2,2, , ,3,1,3,3,2,1,2, , ,2,2,4,4,1,4,1,2,5,3,3,1,2,1,2,2,6,3,1,3,3,3,3,2, , ,2, , , ,2,6,2,2,2, , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,1,2,6,6,5,2,2,1,2,1, ,3,5,1,3,2,3,1,2,1.53154897,0.65246408,1.03619025
2018010090,33,2,1,1,2,2,1,7,1,2,1,2,6,3, , ,3,1, ,2,1,2,1, , ,1,6,9,8,1,3,3,2,1,2, ,2,3,4,7,5,4,1,1,5,5,2,3,2,2, ,7, , ,2,2,2,2,2, , ,2, , , , ,5,2,2,1,2,2, , ,2,1,1,1,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,2,2,2,2,7,7,6,2,3, , , , , , ,98,3,1,98,1,98,2.11875821,1.34455734,0.88061633
2018010091,48,9,4,2,4,10,1,5,2,1,3,6,5,3, , , ,1, ,7,1, ,1,2, , ,2,1,5,2,2,1,2, ,1, ,1,3,4,7,6,6,5,5,5,4,98,1,1,1,2,7,3,1,2,3,3,3,1, ,1,2,2,2,2,2,6,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,1,2,7,2,1,1,1,7,7,5,2,3, , , , , , ,1,3,98,3,1,2,0.58851264,0.48444342,1.00921359
2018010092,5,9,4,2,2,8,2,6,1,2,1,2,7,3, , ,2,1, ,2,2,2,1, , ,1,5,9,9,1,3,1,1,1,2, ,2,1,5,4,7,4,2,1,2,4,3,4,1,1,2,7,3,3,2,3,2,3,1,3,1,2,1,2,2,2,6,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,2,1,2,2,2,6,7,5,2,1, , , , , , ,1,3,2,2,1,2,2.1839839,4.31206735,0.68924867
2018010093,48,9,4,2,5,11,1,6,1,2,1,6,6,2,4,2,2,1, ,8,2,8,2, , ,3,5,10,10,3,3,1,1, , ,1,2,1,5,5,5,5,1,2,1,3,2,4,1,1,2,7,3,3,3,3,3,3,1,2,98,2, , , ,1,6,1,2,1,2,2, , ,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,1,2,2,7,7,7,2,98, , , , , , ,1,3,1,2,1,2,0.54293661,0.34698606,0.88777634
2018010094,48,9,4,1,6,6,1,7,1,2,1,5,8,2,4,1,3,1, ,8,2,8,2, , ,3,5,9,7,3,3,2,1, , ,1,2,1,5,1,1,1,1,1,1,3,1,4,1,1,2,7,3,1,3,3,3,3,1,2,2,1,2,2,2,1,6,1,2,2, , , , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,6,1,2,2,1,2,1,3,6,1,3,2,3,1,2,0.56218205,0.34341193,0.88915849
2018010095,48,9,4,1,6,6,1,5,1,2,1,5,7,2,4,2,3,1, ,1,2,8,1,2, ,3,2,8,7,1,3,1,1, ,1, ,2,1,5,2,1,1,1,1,1,5,1,4,1,1,2,7,2,1,3,3,3,3,1,2,1,2,2,2,2,2,4,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,6,6,5,2,3, , , , , , ,1,3,1,2,1,2,0.70791752,0.5142895,1.09689382
