NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8,AM21,AM30,AM31,AM22,X3,X4,A9,A10,A10A,A21_2015,A22_2015,A14,J1,J2,J3,J4,J5,J6,J8,J9,J10,J20,J30,J31,J32,J33_1,J33_2,B1,B2,B4,B30,B31,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,D20_1,D20_2,D20_3,D20_4,D20_5,D20_6,D20_7,EA_1,E4A_2015,E5_2015,E7,E8,E20,E15_2015,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G31,G32,G33,G34,G35,G22_2015,G36,G25_1,G25_2,G25_4,G25_5,G37_1,G37_2,G37_3,G37_98,G37_99,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M20,M21_1,M21_2_2015,M21_3,M21_4,M30,M6,M7,M8,M31,M9,M10,wgt_n2,wgt_d2,wgt_s3
2015013515,11,5,3,1,6,6,1,4,1,2,1,5,3,2,4,2,3,1, ,8,8,2,2, ,1,3,3,2,1,1, , ,1,2,98,2,1,5,6,6,1,2,2,3,2,2, , ,2, , , ,2,2,2,2,1,2,2,2,1,2,100,2,2, , ,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,7,2,1,1,1,1,2,1,3,2,3,1,2,1.35039040,1.64280685,1.25562289
2015013516,30,1,1,1,6,6,1,6,1,2,1,6,5,2,4,2,3,1, ,8,8,2, , ,1,10,1,3,3,1, , ,2,2,1,5,2,5,1,7,1,1,2,3,3,2, , ,1,2,2,2,2,2,1,2,1,1,2,2,1,7,60,1,2,2,1,4,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,7,3, , , , ,2,1,3,2,3,1,2,0.33914326,0.48338925,0.85928171
2015013517,26,4,2,1,6,6,1,4,3,1,3,5,2,2,4,1, ,1, ,8, ,2,2, , ,7,5,1,3,2, , ,2,2,1,1,1,5,2,6,1,1,2,3,2,2, , ,2, , , ,2,2,2,2,1,2,2,2,2, , , , , , ,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,6,5,5,3, , , , ,1,1,3,98,2,1,98,0.59630148,2.28513279,1.22744946
2015013518,14,3,2,1,3,3,1,4,2,2,2,6,7,3, , , ,1, ,2,2,1,2, ,1,9,7,1,3,1, ,1, ,2,1,5,1,3,5,6,1,1,2,1,2,1,3,2,1,1,2,2,1,1,2,2,2,2,2,1,2, , , , , , ,2,2,1,1,2,2,2,1,2,2,1,0,0,0,0,0,0,0,1,1,2,2,1,2,1,1,1,2,1,1,0,0,0,0,2,3,1,2,2,2,6,6,6,3, , , , ,1,1,3,1,3,1,2,0.93264634,0.88816454,1.04438827
2015013519,31,2,1,2,6,12,1,4,1,2,1,5,6,3, , ,2,1, ,3,3,1,2, ,3,6,7,1,3,1, ,1, ,2,1,3,1,5,4,6,1,1,2,3,2,1,2,1,1,1,2,2,1,1,1,2,1,2,2,2,1,15,25,1,2,2,1,2,2,1,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,6,6,6,1, , , , ,1,1,98,98,2,1,98,2.37223389,0.95259321,1.16671965
2015013520,31,2,1,2,3,9,1,6,1,2,1,2,7,3, , ,3,1, ,2,2,1, , ,3,10,7,1,3,1,1,1, ,2,1,4,1,5,5,7,1,1,2,3,3,1,3,1,1,1,2,2,1,1,2,2,2,2,2,2,1,6,25,1,2,2,1,1,1,2,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,2,1,2,2, ,1,1,3,2,3,1,2,1.47137468,0.71098526,0.81813491
2015013521,50,3,2,2,1,7,1,2,2,3,3,6,5,3, , , ,1, ,7, ,1,2, , ,4,5,1,2,2, ,2, ,2,3,3,1,98,4,4,2,1, ,3,3,2, , ,2, , , ,2,2,2,2,2,2,2,1,2, , , , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,2,2,2,2,4,2,4,3, , , , ,1,98,98,98,98,98,98,1.43544750,0.77266027,0.92565656
2015013522,14,3,2,2,5,11,2,6,4,4,3,5,4,3, , , ,1, ,7, ,1, , , ,3,6,1,1,2, ,2, ,2,4,4,1,4,4,2,1,1,2,3,3,2, , ,2, , , ,2,2,2,2,2,2,2,2,1,1, ,1,2,2,1,2,99,99,99,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,1,2,2,1,1,1,1, , , , , ,2,7,1,2,2,2,7,7,7,2,2,1,1, ,1,1,3,98,3,1,2,0.64505851,0.65770151,0.82619495
2015013523,27,8,4,2,6,12,1,6,5,1,3,6,3,3, , , ,1, ,3, ,1, , , ,8,6,1,3,1, ,2, ,2,1,4,1,5,2,4,1,1,2,3,3,1, ,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1, ,1,1,2,1,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,7,3, , , , ,1,1,3,2,3,1,2,0.33460598,0.24511694,0.63575184
2015013524,22,1,1,2,4,10,2,4,2,2,2,6,2,3, , , ,1, ,4,4,1,2, ,1,4,7,3,3,2, ,98, ,2,4,3,1,3,4,7,2,2, ,2,2,2, , ,2, , , , ,1,2,2,2,1,2,1,2, , , , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,5,1,2,2,2,3,7,6,3, , , , ,1,2,1,1,3,1,98,0.51423796,2.75507199,0.96707143
2015013525,33,2,1,2,4,10,2,6,4,3,3,6,5,3, , , ,1, ,2, ,1, , , ,9,7,1,3,1, ,2, ,1,1,1,2,5,7,5,1,1,2,3,3,1, ,2,1,1,2,2,1,1,2,2,2,2,2,2,2, , , , , , ,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,7,1,2,1,1,6,7,5,98, , , , ,2,1,98,1,98,2,98,0.87718143,0.74248034,0.71399148
2015013526,16,4,2,2,4,10,1,2,4,4,3,6,1,3, , , ,1, ,6, ,1,2, , ,3,3,2,2,2, ,2, ,2,4,1,2,3,6,3,1,2,1,2,3,2, , ,2, , , ,2,2,2,2,1,1,2,2,2, , , , , , ,2,2,1,1,2,2,1,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,5,1,1, , , , , ,1,7,1,2,2,2,3,3,4,3, , , , ,2,1,3,2,3,1,2,0.52529195,1.02483743,0.97819042
2015013527,20,1,1,2,6,12,1,2,5,4,3,5,4,3, , , ,1, ,8, ,2,2, , ,9,5,2,3,1, , ,2,2,1,3,2,5,1,7,1,1,2,3,3,1, ,2,2, , , ,1,2,1,2,2,2,2,2,1,1, ,2,2, , ,3,2,1,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,2,1,2,2,2,7,5,6,2,1, ,2, ,1,1,3,98,98,1,2,0.48167297,0.61138261,1.09913916
2015013528,33,2,1,1,5,5,2,2,1,2,1,6,2,3, , ,3,1, ,2,7,1,2, ,1,8,7,1,1,2, ,2, ,1,4,1,2,98,7,5,1,1,2,3,3,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2, , , , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,2,1,2,2,2,5,5,6,98, , , , ,1,2,1,2,1,2,1,0.85883576,0.85019140,1.02463020
2015013529,44,7,3,1,3,3,2,5,1,2,1,2,6,3, , ,3,1, ,1,2,1,2, ,1,7,6,2,2,1,1,2, ,2,1,2,1,4,6,6,1,1,2,3,3,1,3,1,1,1,2,2,2,1,2,2,2,2,1,2,1,9,15,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,2,1,1,2,2,7,6,5,3, , , , ,1,1,3,2,2,1,2,1.47872398,1.84147186,1.03357809
2015013530,16,4,2,2,6,12,1,4,4,1,3,5,2,3, , , ,1, ,8, ,2,2, , ,2,2,2,1,2, , ,1,2,4,1,1,5,7,6,1,1,2,3,3,1, ,2,1,2,2,1,2,2,2,1,1,2,2,1,1,14,3,1,2,1,1,3,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,7,1,1,1,1,7,7,6,3, , , , ,2,1,3,98,2,1,98,0.56110124,1.09630525,1.00286723
2015013531,1,6,3,2,2,8,1,2,1,2,1,2,5,2,1,2,1,2,2,2,1,1,1,1,1,8,9,1,2,1,1,1, ,2,2,1,1,4,4,7,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,15,30,2,2, , ,2,1,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,1,1,1,3,2,2,1,1,1,1,1, , , , , ,2,5,1,2,2,2,7,7,7,3, , , , ,2,1,3,1,1,1,98,0.74996241,1.03125725,1.14184406
2015013532,5,9,4,2,4,10,1,6,1,2,1,2,8,3, , ,2,1, ,2,2,1, , ,3,8,6,1,3,1,1,2, ,2,1,5,2,5,1,7,1,1,2,3,2,1,3,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1, ,1,2,2,1,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,7,1, , , , ,2,1,3,1,2,1,2,0.57770169,1.60583969,0.74074148
2015013533,33,2,1,1,3,3,1,6,2,1,3,6,6,3, , , ,1, ,2, ,1, , , ,9,9,3,3,1, ,1, ,1,1,2,1,5,7,6,1,1,2,2,2,1, ,1,1,1,2,2,2,2,2,2,2,2,2,2,1,7,-98,2,2, , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,6,1,2,2,2,6,6,6,3, , , , ,2,98,2,2,3,1,1,0.89754050,0.82797475,0.84041873
2015013534,31,2,1,1,3,3,2,5,2,1,3,6,1,3, , , ,1, ,7, ,1,2, , ,1,5,98,3,2, ,2, ,1,4,98,1,3,4,4,2,2, ,3,3,2, , ,2, , , , ,1,2,2,2,2,2,2,2, , , , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,4,1,0,1,0,0,0,2,1,2,2,2,2,7,7,6,3, , , , ,2,1,3,1,2,1,1,1.68868303,0.75960226,0.84226253
2015013535,28,4,2,1,6,6,1,7,1,2,1,5,4,2,4,2,3,1, ,8,8,2, , ,1,9,7,3,3,1, , ,1,2,1,2,1,5,2,7,1,1,2,3,3,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,20,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,6,6,1, , , , ,2,1,3,2,3,1,2,0.39506827,0.50988630,0.81079611
2015013536,33,2,1,2,3,9,1,6,2,1,3,6,6,3, , , ,1, ,1, ,1, , , ,5,8,1,3,1, ,2, ,2,1,4,2,5,1,5,1,1,2,3,3,2, , ,2, , , ,1,1,2,2,2,2,1,2,1,13,100,2,2, , ,3,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,2,2,2,2,7,6,6,2,2,1,2, ,2,1,3,2,2,1,2,0.76919612,0.80734124,0.80593611
2015013537,20,1,1,1,6,6,1,4,1,2,1,5,3,2,4,2,3,1, ,8,8,2,2, ,1,5,2,3,2,2, , ,2,2,2,3,2,5,2,2,1,2,2,3,3,2, , ,2, , , ,2,2,1,2,2,2,2,2,1,1, ,1,2,2,1,1,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,6,6,4,2,2,1,2,2,2,3,2,4,3,1,98,0.51189034,0.62010903,1.22658364
2015013538,5,9,4,1,5,5,1,6,1,2,1,1,3,3, , ,3,1, ,2,4,1, , ,1,2,9,3,2,2,2,2, ,2,3,1,2,3,7,3,1,1,2,3,3,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,3,-98,1,2,2,3,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,1,2,5,7,5,3, , , , ,2,1,3,98,2,1,2,0.65579604,1.75812527,0.79616715
2015013539,5,9,4,1,4,4,1,7,1,2,1,5,8,3, , ,3,1, ,2,2,1, , ,1,8,7,1,3,1, ,1, ,2,1,5,2,5,5,7,1,1,2,3,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,12,100,2,1,2, ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,2,2,1,1, ,1,1,3,98,2,1,2,0.67409423,1.76751351,0.79410999
2015013540,10,5,3,1,6,6,1,4,1,2,1,5,4,2,4,2,3,1, ,8,8,2,2, ,3,1,1,2,1,2, , ,2,1,3,1,2,5,7,1,1,1,2,3,3,1,1,2,2, , , ,2,2,1,2,1,2,2,2,1,16,25,1,2,2,1,2,1,2,2,2,2,2,2,1,2,0,0,1,0,0,0,0,0,1,2,2, ,1,2,1,1,1,1,1, , , , , ,2,7,1,2,2,2,1,7,1,3, , , , ,2,1,3,3,3,1,2,1.35039040,3.43299947,1.17541642
2015013541,6,8,4,1,6,6,1,7,2,2,2,6,7,2,4,2, ,1, ,8,8,2, , ,1,3,3,2,2,1, , ,1,2,1,3,2,5,5,3,1,1,1,2,3,1,3,2,1,2,98,98,2,2,1,1,2,2,2,2,1,1, ,1,2,2,1,3,1,1,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,7,4,6,3, , , , ,1,3,3,2,3,1,2,0.35559722,1.39189078,0.83828465
2015013542,38,9,4,1,2,2,1,6,1,1,1,1,6,3, , ,1,2,2,3,3,1, , ,1,10,9,2,1,1,1,1, ,2,2,1,1,4,6,7,2,2, ,2,1,1,2,1,2,2,2,2, ,2,2,2,2,2,2,2,1,10,50,2,1,2, ,2,1,1,2,98,2,1,1,1,2,1,0,0,0,0,0,0,0,1,2,1,1,3,1,2,4,3,5,1,0,0,0,1,0,98,7,2,98,1,2,6,6,7,1, , , , ,1,2,1,1,98,1,1,1.48299033,0.36186433,1.27881765
2015013543,33,2,1,1,5,5,1,7,2,1,3,6,1,2,4,2, ,1, ,6, ,1, , , ,6,6,3,99,1, ,98, ,2,1,98,2,3,4,4,1,1,2,3,3,1, ,1,2,2,2,2,1,2,2,2,2,1,2,2,1,97, ,1,2,98,99,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,7,7,5,3, , , , ,2,1,3,2,2,1,2,0.87317689,0.81611435,0.84109762
2015013544,16,4,2,1,6,6,1,3,1,2,1,5,4,3, , ,3,1, ,8,6,2,2, ,1,3,5,3,3,1, , ,2,2,1,4,2,3,4,5,1,1,2,3,3,1,2,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1, ,2,2, , ,2,1,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,1,1,2, ,2,2,98,1,1,1,1, , , , , ,2,3,1,2,2,2,6,6,6,3, , , , ,2,1,3,2,2,1,2,0.59630148,1.15745511,1.06872388
2015013545,27,8,4,2,5,11,1,4,4,1,3,5,2,3, , , ,1, ,8, ,2,2, , ,8,3,1,3,1, , ,2,2,1,98,2,5,3,4,1,1,2,3,3,1, ,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1, ,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,6,5,3, , , , ,2,1,3,2,2,1,2,0.50504193,0.40828320,1.08587031
2015013546,50,3,2,1,6,6,1,4,1,2,1,6,3,3, , ,3,1, ,8,8,2,2, ,1,5,7,1,3,1, , ,2,2,2,4,1,4,3,5,1,1,2,3,3,2, , ,2, , , ,2,1,2,2,1,2,2,2,1,7,80,1,2,2,1,7, , , , , , , ,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,2,1,2,2,2,6,6,5,3, , , , ,1,1,3,2,2,1,1,1.76794207,0.82601203,1.10987910
2015013547,23,3,2,2,6,12,1,3,5,1,3,5,3,3, , , ,1, ,8, ,2,2, , ,8,1,1,3,1, , ,1,2,2,3,1,4,3,5,1,1,2,3,3,1, ,2,2, , , ,2,2,1,2,1,2,2,2,1,1, ,2,2, , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,6,6,5,3, , , , ,1,98,98,4,99,99,99,1.66357877,1.37518807,1.11164946
2015013548,36,3,2,1,6,6,2,2,1,2,1,5,1,3, , ,3,1, ,8,8,2,2, ,1,1,1,2,3,2, , ,2,2,3,1,1,5,1,1,1,2,2,3,3,2, , ,2, , , ,2,2,2,2,1,2,2,2,2, , , , , , ,1,1,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,7,3, , , , ,1,1,1,4,4,98,98,2.01613854,1.56737896,1.02666491
2015013549,32,8,4,2,4,10,1,6,4,4,3,5,4,3, , , ,1, ,2, ,1, , , ,6,6,3,2,2, ,2, ,2,3,98,1,3,7,4,1,1,2,2,3,1, ,2,2, , , ,2,1,2,2,2,2,2,2,1,15,20,1,2,2,1,1,2,1,1,2,2,2,2,1,1,0,0,0,0,0,1,0,0, , , , , , , ,1,4,1,1, , , , , ,2,4,1,1,1,1,7,7,6,3, , , , ,1,1,3,98,4,1,2,0.31325154,0.47961919,0.40484990
2015013550,24,4,2,1,5,5,1,2,4,2,2,6,4,3, , , ,1, ,6,2,1,2, ,3,4,1,3,2,2, ,2, ,2,4,1,2,5,6,1,1,1,2,3,3,98, , ,2, , , ,2,1,2,2,2,1,2,2,2, , , , , , ,7, , , , , , , ,1,2,0,0,0,0,0,1,0,0, , , , , , , ,2,1,2,1,0,0,1,0,0,2,4,1,2,2,2,6,6,6,3, , , , ,2,1,3,98,2,98,98,0.59630148,2.05721011,1.07784604
2015013551,33,2,1,1,6,6,1,2,1,2,1,5,6,2,4,2,3,1, ,8,8,2,2, ,1,10,9,3,3,1, , ,1,2,1,5,1,5,1,7,1,1,2,3,3,2, , ,1,2,2,2,1,2,1,1,1,2,2,2,1,1, ,2,2, , ,1,1,2,2,2,2,2,98,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,7,3, , , , ,1,2,3,2,2,1,2,1.31794101,1.11318911,1.23915758
2015013552,10,5,3,2,5,11,1,4,1,2,1,5,2,3, , ,3,1, ,8,6,2,2, ,1,6,1,3,2,2, , ,2,2,2,1,2,4,6,3,1,1,2,3,3,1,3,98,2, , , ,2,2,1,2,2,1,2,2,1,14,50,2,2, , ,1,2,1,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,5,2,2,2,2,6,6,4,3, , , , ,1,98,98,98,98,1,98,1.27067558,3.23738741,1.11841402
2015013553,44,7,3,2,6,12,1,6,1,2,1,1,4,3, , ,3,1, ,4,8,3, , ,3,5,2,1,2,1,99, ,98,2,1,4,2,3,6,6,1,1,2,3,3,2, , ,2, , , ,2,2,2,2,1,2,99,2,2, , , , , , ,1,2,1,1,2,2,2,98,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,5,1,2,2,2,7,6,5,3, , , , ,1,1,3,2,2,1,2,0.52504803,1.25501379,0.73673165
2015013554,29,8,4,2,5,11,1,4,1,2,1,6,5,3, , ,3,1, ,1,7,1,2, ,2,3,2,1,3,1, ,2, ,2,1,4,2,5,7,4,1,1,2,3,3,1,2,1,1,2,2,2,98,2,2,2,2,2,1,2,1,6,20,1,2,1,1,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,2,4,3, , , , ,2,1,3,98,4,1,98,0.50504193,1.02082840,1.02155528
2015013555,10,5,3,1,1,1,1,4,1,1,1,1,3,3, , ,3,1, ,3,4,1,2, ,1,10,9,1,3,2,1,1, ,2,1,4,1,5,7,7,2,1, ,2,2,1,3,1,2,1,2,2,2,1,1,1,1,2,1,2,1,12,60,2,2, , ,2,1,2,1,2,1,1,1,2,2,0,0,1,0,0,0,0,0,1,2,2, ,1,2,1,1,2,1,3, , , , , ,2,1,1,2,2,2,7,7,6,99, , , , ,99,2,2,1,2,2,1,1.51654618,3.45839610,1.15827863
2015013556,13,8,4,2,1,7,1,5,1,2,1,6,4,3, , ,3,1, ,5,2,1, ,1,3,6,7,1,2,2, ,1, ,2,3,5,1,3,3,6,1,1,2,3,3,2, , ,2, , , ,1,1,2,2,2,2,2,1,2, , , , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,1,1,1,6,1,4,1, , , , ,1,1,98,1,3,1,98,0.43578410,0.52620188,0.95464119
2015013557,48,9,4,1,6,6,1,7,1,2,1,5,7,3, , ,3,1, ,8,8,2, , ,3,8,7,1,3,1, , ,2,2,1,4,2,5,2,4,1,1,2,3,3,1,3,2,1,2,2,2,99,2,1,1,1,2,2,2,1,1, ,1,2,2,1,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,5,3, , , , ,2,1,3,98,98,1,98,1.32051100,0.61144684,0.84134740
2015013558,33,2,1,1,4,4,1,2,2,1,3,6,1,3, , , ,1, ,7, ,1,2, , ,7,8,1,2,1, ,2, ,1,4,2,1,4,7,7,1,1,2,3,3,2, , ,2, , , ,1,2,2,2,2,1,2,2,2, , , , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,7,3, , , , ,2,1,3,1,4,1,2,1.35471455,1.12936683,1.23815740
2015013559,3,8,4,1,5,5,1,5,1,2,1,6,6,3, , ,3,1, ,2,2,1,2, ,1,6,8,3,2,1, ,2, ,98,1,1,2,4,7,7,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,11,2,1,98,1,2,3,1,2,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , , , , , ,2,1,1,1, , , , , ,2,1,1,1,2,2,4,4,7,3, , , , ,2,1,1,98,98,1,2,0.53672534,2.75812829,1.28757659
2015013560,14,3,2,1,3,3,1,7,1,2,1,6,7,3, , ,3,1, ,2,2,1, , ,1,6,6,98,3,2, ,2, ,2,3,4,98,98,5,5,98,98, ,98,98,98, , ,98, , , ,98,98,98,98,98,98,98,98,98, , , , , , ,98, , , , , , , ,98,98,0,0,0,0,0,0,1,0, , , , , , , ,98,98,98,98, , , , , ,98,98,98,98,98,98,98,98,98,98, , , , ,98,1,3,98,98,1,2,0.61790719,0.69901605,0.82468064
2015013561,43,6,3,2,6,12,1,4,2,1,3,6,1,3, , , ,1, ,8, ,2,2, , ,2,1,1,2,2, , ,2,2,4,1,1,2,7,4,1,1,2,3,3,2, , ,2, , , ,2,2,2,2,1,2,2,2,2, , , , , , ,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,2, , , , , ,2,5,1,1,2,2,7,4,5,3, , , , ,1,1,3,1,3,1,98,0.86915163,1.59513348,1.10701288
2015013562,5,9,4,2,4,10,2,5,2,1,3,1,1,3, , , ,1, ,5, ,1, ,1, ,1,6,1,1,2,2,2, ,1,4,5,2,1,7,1,2,2, ,2,3,2, , ,2, , , , ,2,2,2,2,2,2,2,2, , , , , , ,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,2,2,1,4,1,98,1,1,1,1, , , , , ,1,7,1,2,2,2,3,6,4,98, , , , ,2,1,3,1,3,1,98,0.99437391,2.27501402,1.04048817
2015013563,14,3,2,1,4,4,1,4,1,2,1,5,1,2,2,1,2,1, ,5,5,1, ,1,1,10,10,2,1,2, ,2, ,2,4,1,1,2,7,7,1,2,2,2,2,2, , ,2, , , ,2,2,2,2,2,1,2,2,2, , , , , , ,3,2,2,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,3,2,2,3,1,1,1,1,5,1,2, , , , , ,1,7,1,2,2,2,1,1,7,1, , , , ,2,98,98,1,98,98,1,0.93264634,0.88816454,1.04438827
2015013564,29,8,4,1,2,2,2,6,2,1,3,6,6,2,2,1, ,1, ,2, ,1, , , ,6,6,3,3,1, ,2, ,1,3,1,98,3,4,4,1,1,2,3,2,1, ,2,1,1,2,2,2,1,2,2,2,2,2,1,1,15,-98,2,2, , ,2,1,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,1,1,1,1,3,2,2,1,1,1,1, , , , , ,2,4,1,2,2,2,5,5,5,2,2,1,2,1,1,1,98,1,2,98,1,0.49715993,1.06613167,1.02257921
2015013565,38,9,4,2,5,11,1,4,1,2,1,6,4,3, , ,2,1, ,7,8,3,2, ,1,6,1,3,2,2, , ,2,2,4,98,1,5,98,3,1,1,2,3,3,98, , ,2, , , ,2,2,2,2,2,2,2,2,1,1, ,1,2,2,1,2,2,1,1,2,2,2,98,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,6,7,5,98, , , , ,2,1,3,1,3,1,98,1.87547423,0.54366209,0.94457703
2015013566,5,9,4,1,5,5,1,6,1,2,1,5,8,3, , ,3,1, ,2,2,1, , ,1,10,6,1,3,1, ,1, ,2,1,3,1,5,4,6,1,1,2,3,3,1,3,1,1,1,2,2,1,1,2,2,2,1,2,2,1,97, ,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,4,6,3, , , , ,1,1,3,2,3,1,2,0.65579604,1.75812527,0.79616715
2015013567,33,2,1,2,2,8,1,6,1,2,1,6,7,3, , ,3,1, ,1,2,1, , ,1,5,6,1,3,1, ,2, ,2,1,3,1,4,5,6,1,1,2,3,3,1,3,1,1,1,1,2,1,1,2,2,2,2,1,2,1,16,20,1,2,2,1,3,2,1,1,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,2,2,1,2,2,1,1,1,1,1, , , , , ,2,4,1,2,1,2,7,6,5,1, , , , ,1,1,98,98,3,1,98,0.70895965,0.82301452,0.82323987
